resolver,model_tier,model,inst_id,conflict_type,n_sources,correct,misled,abstained,judged,chosen_source,pred_object,gold_object,conflict_object,usd
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Fábio A L de Souza,control,1,1,0,0,,,Federal University of Espírito Santo,Federal University of Espírito Santo,Warsaw University of Technology,0.0003775
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,George Samuel Parsons,control,1,1,0,0,,,Royal Navy,Royal Navy,Armia Krajowa,0.000358
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,David Poeppel,control,1,1,0,0,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Chungbuk National University,0.000365
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Mission Terra,control,1,1,0,0,,,Germany,Germany,Australia,0.000366
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Birgitta Larsson,control,1,1,0,0,,,Sophiahemmet University College,Sophiahemmet University College,University Children's Hospital Basel,0.0003355
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Stanisław Sienkiewicz,control,1,1,0,0,,,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,University Medical Center Utrecht,0.0003715
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Yordanis Enríquez Canto,control,1,1,0,0,,,Universidad Católica Sedes Sapientiae,Universidad Católica Sedes Sapientiae,Harbin Engineering University,0.000388
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Manuel Garber,control,1,1,0,0,,,Worcester Foundation for Biomedical Research,Worcester Foundation for Biomedical Research,University of Western Australia,0.000374
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Gladys Liu,control,1,0,0,0,,,Australia,People's Republic of China,Italy,0.000367
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Ewa Śnieżyńska-Stolot,control,1,0,0,0,,,profesor nauk humanistycznych,scientific professorship degree,Doctor of Philosophy,0.00035
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Supergirl: Woman of Tomorrow,control,1,1,0,0,,,English,English,Filipino,0.000369
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Jack Collison,control,1,1,0,0,,,West Ham United F.C.,West Ham United F.C.,Queens Park Rangers F.C.,0.0004075
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Tomasz Jodłowiec,control,1,1,0,0,,,Podbeskidzie Bielsko-Biała,Podbeskidzie Bielsko-Biała,SC Young Fellows Juventus,0.000383
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Fritz Renner,control,1,1,0,0,1,,MRC Cognition and Brain Sciences Unit,Cognition and Brain Sciences Unit,University of Michigan,0.0003895
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Molly M Fuentes,control,1,1,0,0,,,University of Washington,University of Washington,University of Granada,0.0003285
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Erol Sayan,control,1,1,0,0,,,Presidential Culture and Arts Grand Awards,Presidential Culture and Arts Grand Awards,Distinguished Service Cross,0.000364
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Thomas McCollum,control,1,1,0,0,,,Agricultural Research Service,Agricultural Research Service,University of South Australia,0.0003815
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Jeff Reinert,control,1,0,0,0,,,NCAA Division I,NCAA Division I men's basketball,Highland Football League,0.0004
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Anatolii Hirshfeld,control,1,1,0,0,,,People's Deputy of Ukraine,People's Deputy of Ukraine,lord-lieutenant of Veszprém County,0.000378
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,MiSafra LeSayfa,control,1,1,0,0,,,Hebrew,Hebrew,Spanish,0.0003785
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Hunslet Penrhyn Port Class,control,1,1,0,0,,,Penrhyn Quarry Railway,Penrhyn Quarry Railway,IR Ishikawa Railway,0.0003635
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,The Adventures of Paddington Bear,control,1,0,0,0,,,Canada,France,Italy,0.000365
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Keith Mackie,control,1,0,0,0,,,NCAA Division I,NCAA Division I men's basketball,Luxembourg Division of Honour,0.000373
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Charles William Eliot,control,1,1,0,0,,,Hellenic Philological Society of Constantinople,Hellenic Philological Society of Constantinople,Amsterdam Vroedschap,0.0003875
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Binyam Sisay Mendisu,control,1,1,0,0,,,Global Young Academy,Global Young Academy,European Handball Federation,0.000386
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,José Pedro de Oliveira Galvão,control,1,0,0,0,,,Senate of Brazil,member of the Senate of Brazil,member of the Senate of Romania,0.000381
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Sandi L. Navarro,control,1,1,0,0,,,University of Washington,University of Washington,Interuniversity Microelectronics Centre,0.000306
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Mateo Cassierra,control,1,0,0,0,,,FC Zenit Saint Petersburg,Deportivo Cali,A.D. Portomosense,0.000349
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Johann Friedrich Agricola,control,1,0,0,0,,,composer,lord of the manor,Catholic bishop,0.0003585
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Renée Reichová,control,1,1,0,0,,,Prag V,Prag V,Brno,0.000389
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Tina Leung,control,1,1,0,0,,,Luo Yu,Luo Yu,Finn Collin,0.000353
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Pamela Grassau,control,1,1,0,0,,,Carleton University,Carleton University,University of Aveiro,0.0003525
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Jacques Adolphe Gervais-Lafond,control,1,1,0,0,,,Sub-prefect of Nantua,Sub-prefect of Nantua,Governor of Maine,0.000394
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Mohammad Naghavi-behzad,control,1,1,0,0,,,Tabriz University of Medical Sciences,Tabriz University of Medical Sciences,Goethe University Frankfurt,0.0003785
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Lourdes Mohedano,control,1,1,0,0,,,Medal of Andalusia,Medal of Andalusia,Oklahoma Music Hall of Fame,0.0003595
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Carmine Chiellino,control,1,1,0,0,,,Adelbert von Chamisso Prize,Adelbert von Chamisso Prize,Hall of Fame del calcio italiano - Calciatrice italiana,0.0003805
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Thirty Years' War,control,1,0,0,0,,,Wikipedia,Wikipedia:List of articles all languages should have,WikiProject PCC Wikidata Pilot\/Northwestern University Libraries,0.000358
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,The Ox,control,1,1,0,0,,,The Who,The Who,Lys Assia,0.0003815
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Jimmy Baker,control,1,1,0,0,1,,Municipal commissioner for the minority in Botkyrka municipality,"municipal commissioner for the minority in Botkyrka municipality, Sweden",Speaker of the Folketing,0.0003715
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Ronald A Farrar-Tobar,control,1,1,0,0,,,TU Wien,TU Wien,Toronto Metropolitan University,0.000301
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,James Pat Rokeby Black,control,1,1,0,0,,,Susan Elizabeth Bone,Susan Elizabeth Bone,John Herbert,0.0003645
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Andreas Højsleth,control,1,1,0,0,,,Fnatic,Fnatic,Arizona Wildcats men's basketball,0.0003445
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Moe Z. Win,control,1,1,0,0,,,IEEE Fellow,IEEE Fellow,Righteous Among the Nations,0.0003825
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Monisola Oginni,control,1,1,0,0,,,Obafemi Awolowo University,Obafemi Awolowo University,Weill Cornell Medicine,0.0003585
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Elvira R. Akhmetzyanova,control,1,1,0,0,,,Kazan Federal University,Kazan Federal University,Russian State Institute of Performing Arts,0.000321
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Kurt L. Feigl,control,1,1,0,0,,,University of Wisconsin–Madison,University of Wisconsin–Madison,Northwestern University,0.000382
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Carl Temple Holden,control,1,1,0,0,,,Caroline Anne Gould,Caroline Anne Gould,Susan Frampton,0.000376
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Nicola Zoccoli,control,1,0,0,0,,,Roman Catholic bishop,Catholic priest,association football player,0.00029
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Marina Tarasova,control,1,0,0,0,,,Russia,Soviet Union,Slovenia,0.000352
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Thomas Dupré,control,1,1,0,0,,,German Sport University Cologne,German Sport University Cologne,Imperial College London,0.000341
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Jianmin Hao,control,1,0,0,0,,,"School of Mechanical Engineering, Inner Mongolia University of Technology",Inner Mongolia University of Technology,De Porceleyne Fles,0.000418
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Romero Cabral da Costa,control,1,0,0,0,,,"Minister of Agriculture, Livestock, and Supply",minister of Agriculture,United States senator,0.000389
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Marcin Olszewski,control,1,0,0,0,,,"Faculty of Chemistry, Gdańsk University of Technology",Gdańsk University of Technology,Karolinska Institutet,0.0003585
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Danielle W Koontz,control,1,1,0,0,,,Johns Hopkins School of Medicine,Johns Hopkins School of Medicine,International Agency for Research on Cancer,0.000343
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Fajar Handika,control,1,1,0,0,,,Pro Duta F.C.,Pro Duta F.C.,Villarreal CF B,0.000378
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Robert Richardson Sears,control,1,1,0,0,,,APA Award for Distinguished Scientific Contributions to Psychology,APA Award for Distinguished Scientific Contributions to Psychology,Andrić prize,0.0003465
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Robert Mougin,control,1,1,0,0,,,pensioner,pensioner,Catholic bishop,0.000371
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Edmond Crompton,control,1,1,0,0,,,Betsey Ann Kingston,Betsey Ann Kingston,Ambrose Isted,0.0003555
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Michael C. De Siena,control,1,1,0,0,,,University of Washington,University of Washington,Eötvös Loránd University,0.0003715
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Allan Hookings,control,1,1,0,0,,,Member of the South Australian Legislative Council,Member of the South Australian Legislative Council,United States representative,0.000352
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Philip Wilkinson,control,1,1,0,0,1,,Police and Crime Commissioner for Wiltshire,Wiltshire Police and Crime Commissioner,member of the Chamber of Deputies of the Italian Republic,0.000338
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Carson Reynolds,control,1,1,0,0,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Weihenstephan-Triesdorf University of Applied Science,0.0003895
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Sandip Mukherjee,control,1,1,0,0,,,Visva-Bharati University,Visva-Bharati University,Channel One Russia,0.000381
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Eumundi,control,1,1,0,0,,,Ninderry,Ninderry,canton of Flixecourt,0.0003915
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Marko Cvikl,control,1,1,0,0,,,Slovenia,Slovenia,Kingdom of Italy,0.0003215
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Co-reading group ad hoc forum,control,1,0,0,0,,,US patent 11206149,filing,gift,0.0003685
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Athar Hussain Bukhari,control,1,1,0,0,,,Ambassador of Pakistan to Syria,ambassador of Pakistan to Syria,ambassador of the United Kingdom to Poland,0.0003665
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Automated capacity management using artificial intelligence techniques,control,1,0,0,0,,,US Patent 11244466,filing,ascent,0.000427
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Tony Hodges,control,1,1,0,0,,,Boise State Broncos men's basketball,Boise State Broncos men's basketball,LFA Reggio Calabria,0.000359
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Janet Auchincloss Rutherfurd,control,1,1,0,0,,,Lewis Polk Rutherfurd,Lewis Polk Rutherfurd,Richard Wrightson,0.0003905
