resolver,model_tier,model,inst_id,conflict_type,n_sources,known,correct,misled,abstained,judged,chosen_source,pred_object,gold_object,conflict_object,usd,run_utc
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Shinzu,control,1,,1,0,0,,,Hamamatsu,Hamamatsu,Roman Catholic Diocese of Tui-Vigo,0.009475,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Luwamo Garcia,control,1,,1,0,0,,,Ethnikos Asteras F.C.,Ethnikos Asteras F.C.,Vale of Leithen F.C.,0.009315,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Jared Carter,control,1,,1,0,0,,,Kentucky Wildcats men's basketball,Kentucky Wildcats men's basketball,Pittsburgh Riverhounds SC,0.009225,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Carlos Moorhead,control,1,,1,0,0,,,United States representative,United States representative,Chief Secretary of South Australia,0.005685,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,New York News,control,1,,1,0,0,,,Mary Tyler Moore,Mary Tyler Moore,Yūka Kouri,0.0155,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Hedda Heuser-Schreiber,control,1,,1,0,0,1,,Paracelsus Medal,Paracelsus Medal of the German Medical Association,Michigan Notable Books,0.007485,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Ydnekatchew Tessema,control,1,,1,0,0,,,Saint George S.C.,Saint George SC,Antigua Hawksbills,0.00725,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Chunguan Zhang,control,1,,1,0,0,,,Xi'an Shiyou University,Xi'an Shiyou University,Leiden University,0.00622,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Sander van de Hoef,control,1,,1,0,0,,,University Medical Center Utrecht,University Medical Center Utrecht,Xi'an Jiaotong University,0.03787,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Katie Hurley,control,1,,0,0,0,,,Alaska House of Representatives,member of the Alaska House of Representatives,assistant resident,0.00857,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Viktor Kruglov,control,1,,1,0,0,,,FC Torpedo Moscow,FC Torpedo Moscow,Gloria Bistrița,0.015365,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Dorian Owen,control,1,,1,0,0,,,Life Member of the New Zealand Association of Economists,Life Member of the New Zealand Association of Economists,Male Actor in a Supporting Role,0.02597,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Wong Chin Hung,control,1,,1,0,0,,,Hong Kong Pegasus FC,Hong Kong Pegasus FC,FK Sloboda Užice,0.018205,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Amber Brian,control,1,,0,0,0,,,University of Iowa Department of Spanish and Portuguese,University of Iowa,William Beaumont Army Medical Center,0.005225,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Taylor Beck,control,1,,1,0,0,,,Nashville Predators,Nashville Predators,Kansas City Current,0.00493,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,John Fenn,control,1,,1,0,0,,,Ellenor Fenn,Ellenor Fenn,Eliza Wiltbank,0.009495,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Fábio A L de Souza,control,1,,1,0,0,,,Federal University of Espírito Santo,Federal University of Espírito Santo,Warsaw University of Technology,0.0059,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,George Samuel Parsons,control,1,,1,0,0,,,Royal Navy,Royal Navy,Armia Krajowa,0.0054,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,David Poeppel,control,1,,1,0,0,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Chungbuk National University,0.00888,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Mission Terra,control,1,,1,0,0,,,Germany,Germany,Australia,0.018705,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Birgitta Larsson,control,1,,1,0,0,,,Sophiahemmet University College,Sophiahemmet University College,University Children's Hospital Basel,0.005595,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Stanisław Sienkiewicz,control,1,,1,0,0,,,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,University Medical Center Utrecht,0.008645,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Yordanis Enríquez Canto,control,1,,1,0,0,,,Universidad Católica Sedes Sapientiae,Universidad Católica Sedes Sapientiae,Harbin Engineering University,0.006255,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Manuel Garber,control,1,,0,0,0,,,UMass Chan Medical School,Worcester Foundation for Biomedical Research,University of Western Australia,0.013805,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Gladys Liu,control,1,,0,0,0,,,Australia,People's Republic of China,Italy,0.00679,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Ewa Śnieżyńska-Stolot,control,1,,0,0,0,,,professor,scientific professorship degree,Doctor of Philosophy,0.005635,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Supergirl: Woman of Tomorrow,control,1,,1,0,0,,,English,English,Filipino,0.005585,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Jack Collison,control,1,,0,0,0,,,Wales national football team,West Ham United F.C.,Queens Park Rangers F.C.,0.016205,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Tomasz Jodłowiec,control,1,,1,0,0,,,Podbeskidzie Bielsko-Biała,Podbeskidzie Bielsko-Biała,SC Young Fellows Juventus,0.01166,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Fritz Renner,control,1,,1,0,0,1,,MRC Cognition and Brain Sciences Unit,Cognition and Brain Sciences Unit,University of Michigan,0.015415,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Molly M Fuentes,control,1,,1,0,0,,,University of Washington,University of Washington,University of Granada,0.0054,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Erol Sayan,control,1,,1,0,0,,,Presidential Culture and Arts Grand Awards,Presidential Culture and Arts Grand Awards,Distinguished Service Cross,0.010255,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Thomas McCollum,control,1,,1,0,0,,,Agricultural Research Service,Agricultural Research Service,University of South Australia,0.005545,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Jeff Reinert,control,1,,1,0,0,,,NCAA Division I men's basketball,NCAA Division I men's basketball,Highland Football League,0.012415,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Anatolii Hirshfeld,control,1,,1,0,0,,,People's Deputy of Ukraine,People's Deputy of Ukraine,lord-lieutenant of Veszprém County,0.005995,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,MiSafra LeSayfa,control,1,,1,0,0,,,Hebrew,Hebrew,Spanish,0.00594,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Hunslet Penrhyn Port Class,control,1,,1,0,0,,,Penrhyn Quarry Railway,Penrhyn Quarry Railway,IR Ishikawa Railway,0.03023,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,The Adventures of Paddington Bear,control,1,,0,0,0,,,Canada,France,Italy,0.00931,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Keith Mackie,control,1,,1,0,0,,,NCAA Division I men's basketball,NCAA Division I men's basketball,Luxembourg Division of Honour,0.00676,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Charles William Eliot,control,1,,1,0,0,,,Hellenic Philological Society of Constantinople,Hellenic Philological Society of Constantinople,Amsterdam Vroedschap,0.01375,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Binyam Sisay Mendisu,control,1,,1,0,0,,,Global Young Academy,Global Young Academy,European Handball Federation,0.00615,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,José Pedro de Oliveira Galvão,control,1,,0,0,0,,,Senate of Brazil,member of the Senate of Brazil,member of the Senate of Romania,0.01398,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Sandi L. Navarro,control,1,,1,0,0,,,University of Washington,University of Washington,Interuniversity Microelectronics Centre,0.00798,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Mateo Cassierra,control,1,,0,0,0,,,FC Zenit Saint Petersburg,Deportivo Cali,A.D. Portomosense,0.010235,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Johann Friedrich Agricola,control,1,,0,0,0,,,composer,lord of the manor,Catholic bishop,0.00892,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Renée Reichová,control,1,,1,0,0,1,,Prague V,Prag V,Brno,0.009525,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Tina Leung,control,1,,1,0,0,,,Luo Yu,Luo Yu,Finn Collin,0.01119,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Pamela Grassau,control,1,,1,0,0,,,Carleton University,Carleton University,University of Aveiro,0.00875,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Jacques Adolphe Gervais-Lafond,control,1,,1,0,0,,,Sub-prefect of Nantua,Sub-prefect of Nantua,Governor of Maine,0.008565,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Mohammad Naghavi-behzad,control,1,,1,0,0,,,Tabriz University of Medical Sciences,Tabriz University of Medical Sciences,Goethe University Frankfurt,0.006045,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Lourdes Mohedano,control,1,,1,0,0,,,Medal of Andalusia,Medal of Andalusia,Oklahoma Music Hall of Fame,0.015375,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Carmine Chiellino,control,1,,1,0,0,,,Adelbert von Chamisso Prize,Adelbert von Chamisso Prize,Hall of Fame del calcio italiano - Calciatrice italiana,0.007025,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,The Ox,control,1,,1,0,0,,,The Who,The Who,Lys Assia,0.019845,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Jimmy Baker,control,1,,0,0,0,,,municipal commissioner of Botkyrka Municipality,"municipal commissioner for the minority in Botkyrka municipality, Sweden",Speaker of the Folketing,0.022395,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Ronald A Farrar-Tobar,control,1,,1,0,0,,,TU Wien,TU Wien,Toronto Metropolitan University,0.018175,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,James Pat Rokeby Black,control,1,,1,0,0,,,Susan Elizabeth Bone,Susan Elizabeth Bone,John Herbert,0.005775,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Andreas Højsleth,control,1,,0,0,0,,,Astralis,Fnatic,Arizona Wildcats men's basketball,0.009965,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Moe Z. Win,control,1,,0,0,0,,,IEEE Eric E. Sumner Award,IEEE Fellow,Righteous Among the Nations,0.021125,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Monisola Oginni,control,1,,1,0,0,,,Obafemi Awolowo University,Obafemi Awolowo University,Weill Cornell Medicine,0.00521,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Elvira R. Akhmetzyanova,control,1,,1,0,0,,,Kazan Federal University,Kazan Federal University,Russian State Institute of Performing Arts,0.005085,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Kurt L. Feigl,control,1,,1,0,0,,,University of Wisconsin–Madison,University of Wisconsin–Madison,Northwestern University,0.00764,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Carl Temple Holden,control,1,,1,0,0,,,Caroline Anne Gould,Caroline Anne Gould,Susan Frampton,0.006385,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Nicola Zoccoli,control,1,,1,0,0,,,Catholic priest,Catholic priest,association football player,0.004535,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Marina Tarasova,control,1,,0,0,0,,,Russia,Soviet Union,Slovenia,0.005525,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Thomas Dupré,control,1,,1,0,0,,,German Sport University Cologne,German Sport University Cologne,Imperial College London,0.0056,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Jianmin Hao,control,1,,1,0,0,,,Inner Mongolia University of Technology,Inner Mongolia University of Technology,De Porceleyne Fles,0.01155,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Romero Cabral da Costa,control,1,,0,0,0,,,"Minister of Agriculture, Livestock and Food Supply (Brazil)",minister of Agriculture,United States senator,0.020875,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Marcin Olszewski,control,1,,0,0,0,,,"Faculty of Chemistry, Warsaw University of Technology",Gdańsk University of Technology,Karolinska Institutet,0.015095,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Danielle W Koontz,control,1,,1,0,0,,,Johns Hopkins School of Medicine,Johns Hopkins School of Medicine,International Agency for Research on Cancer,0.00551,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Fajar Handika,control,1,,1,0,0,,,Pro Duta FC,Pro Duta F.C.,Villarreal CF B,0.005465,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Robert Richardson Sears,control,1,,1,0,0,,,APA Award for Distinguished Scientific Contributions to Psychology,APA Award for Distinguished Scientific Contributions to Psychology,Andrić prize,0.005765,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Robert Mougin,control,1,,0,0,0,,,politician,pensioner,Catholic bishop,0.016515,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Edmond Crompton,control,1,,1,0,0,,,Betsey Ann Kingston,Betsey Ann Kingston,Ambrose Isted,0.00569,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Michael C. De Siena,control,1,,1,0,0,,,University of Washington,University of Washington,Eötvös Loránd University,0.0105,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Allan Hookings,control,1,,0,0,0,,,South Australian Legislative Council,Member of the South Australian Legislative Council,United States representative,0.0163,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Philip Wilkinson,control,1,,1,0,0,1,,Police and Crime Commissioner for Wiltshire,Wiltshire Police and Crime Commissioner,member of the Chamber of Deputies of the Italian Republic,0.005875,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Carson Reynolds,control,1,,1,0,0,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Weihenstephan-Triesdorf University of Applied Science,0.009545,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Sandip Mukherjee,control,1,,1,0,0,,,Visva-Bharati University,Visva-Bharati University,Channel One Russia,0.0061,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Eumundi,control,1,,1,0,0,,,Ninderry,Ninderry,canton of Flixecourt,0.011425,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Marko Cvikl,control,1,,1,0,0,,,Slovenia,Slovenia,Kingdom of Italy,0.005225,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Athar Hussain Bukhari,control,1,,1,0,0,,,Ambassador of Pakistan to Syria,ambassador of Pakistan to Syria,ambassador of the United Kingdom to Poland,0.018065,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Tony Hodges,control,1,,1,0,0,,,Boise State Broncos men's basketball,Boise State Broncos men's basketball,LFA Reggio Calabria,0.00508,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Janet Auchincloss Rutherfurd,control,1,,1,0,0,,,Lewis Polk Rutherfurd,Lewis Polk Rutherfurd,Richard Wrightson,0.009015,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Linda Bakker,control,1,,1,0,0,,,AZ Alkmaar Vrouwen,AZ Alkmaar Vrouwen,Leicester Tigers,0.017905,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Stanley Bruce Kennard,control,1,,1,0,0,,,Constance Lucy Muriel Gorringe,Constance Lucy Muriel Gorringe,Dominique Trevin,0.005185,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Pekka Nousiainen,control,1,,1,0,0,,,Savonlinna,Savonlinna,Moravské Budějovice,0.008115,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Howard McCormick,control,1,,1,0,0,1,,"Leonia, New Jersey",Leonia,Porvoo,0.00627,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Kevin Conboy,control,1,,1,0,0,,,Esbjerg fB,Esbjerg fB,New Mexico Lobos men's basketball,0.013885,2026-08-12T01:22:49+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Denmark v Spain,control,1,,1,0,0,,,UEFA,UEFA,World Rowing,0.00592,2026-08-12T01:22:49+00:00
