resolver,stage,model,inst_id,prompt_tokens,completion_tokens,usd,latency_ms
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Mission Terra,1603,7,0.000000,745.3
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Birgitta Larsson,1371,11,0.000000,1192.8
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Stanisław Sienkiewicz,1549,11,0.000000,7143.5
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Yordanis Enríquez Canto,1648,10,0.000000,8033.2
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Manuel Garber,1602,10,0.000000,1254.8
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Gladys Liu,1656,7,0.000000,887.9
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Ewa Śnieżyńska-Stolot,1580,9,0.000000,959.6
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Supergirl: Woman of Tomorrow,1638,7,0.000000,1080.2
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Jack Collison,1539,13,0.000000,1385.2
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Tomasz Jodłowiec,1488,15,0.000000,2096.4
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Fritz Renner,1589,9,0.000000,1128.3
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Molly M Fuentes,1506,10,0.000000,840.1
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Erol Sayan,1616,12,0.000000,2394.4
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Thomas McCollum,1559,14,0.000000,2364.5
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Jeff Reinert,1689,14,0.000000,1040.7
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Anatolii Hirshfeld,1616,11,0.000000,1790.7
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,MiSafra LeSayfa,1694,8,0.000000,895.9
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Hunslet Penrhyn Port Class,1644,11,0.000000,2162.0
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,The Adventures of Paddington Bear,1621,8,0.000000,692.5
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Keith Mackie,1611,14,0.000000,1310.6
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Charles William Eliot,1561,15,0.000000,4685.8
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Binyam Sisay Mendisu,1659,10,0.000000,7767.6
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,José Pedro de Oliveira Galvão,1694,11,0.000000,1979.5
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Sandi L. Navarro,1546,12,0.000000,1172.5
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Mateo Cassierra,1662,13,0.000000,2140.3
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Johann Friedrich Agricola,1623,10,0.000000,5348.4
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Renée Reichová,1678,11,0.000000,2097.9
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Tina Leung,1634,10,0.000000,1522.8
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Pamela Grassau,1639,9,0.000000,1506.7
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Jacques Adolphe Gervais-Lafond,1694,14,0.000000,1547.4
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Mohammad Naghavi-behzad,1606,12,0.000000,2515.6
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Lourdes Mohedano,1639,12,0.000000,1294.8
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Carmine Chiellino,1652,14,0.000000,1156.5
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Thirty Years' War,1571,8,0.000000,893.6
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,The Ox,1621,15,0.000000,1885.7
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Jimmy Baker,1568,11,0.000000,1967.2
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Ronald A Farrar-Tobar,1482,9,0.000000,3476.0
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,James Pat Rokeby Black,1631,400,0.000000,20004.6
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Andreas Højsleth,1645,8,0.000000,1221.9
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Moe Z. Win,1666,11,0.000000,980.2
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Monisola Oginni,1477,103,0.000000,10256.6
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Elvira R. Akhmetzyanova,1574,11,0.000000,1769.2
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Kurt L. Feigl,1670,9,0.000000,939.8
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Carl Temple Holden,1605,9,0.000000,2251.7
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Nicola Zoccoli,1494,9,0.000000,695.0
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Marina Tarasova,1503,7,0.000000,852.5
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Thomas Dupré,1474,10,0.000000,925.7
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Jianmin Hao,1703,11,0.000000,8445.4
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Romero Cabral da Costa,1553,7,0.000000,1974.4
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Marcin Olszewski,1614,12,0.000000,934.5
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Danielle W Koontz,1446,12,0.000000,849.1
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Fajar Handika,1614,12,0.000000,1017.3
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Robert Richardson Sears,1545,15,0.000000,1094.3
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Robert Mougin,1603,9,0.000000,1325.3
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Edmond Crompton,1579,10,0.000000,1890.0
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Michael C. De Siena,1611,11,0.000000,1071.4
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Allan Hookings,1425,13,0.000000,1409.8
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Philip Wilkinson,1624,17,0.000000,464.0
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Carson Reynolds,1520,11,0.000000,1333.3
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Sandip Mukherjee,1689,9,0.000000,1617.4
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Eumundi,1649,9,0.000000,728.0
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Marko Cvikl,1558,9,0.000000,864.3
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Co-reading group ad hoc forum,1587,13,0.000000,963.9
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Athar Hussain Bukhari,1596,14,0.000000,939.2
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Automated capacity management using artificial intelligence techniques,1682,11,0.000000,1693.8
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Tony Hodges,1507,13,0.000000,1112.2
llm_judge,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Janet Auchincloss Rutherfurd,1668,13,0.000000,1010.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Jumanah Essa-Hadad,1557,95,0.000000,4905.3
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Martin Lambie-Nairn,1611,75,0.000000,2662.1
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Lord William Hamilton,1634,69,0.000000,3649.9
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Eliezer Calo,1645,80,0.000000,2535.4
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Denis Poix-Daude,1539,69,0.000000,2593.9
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Michael Mylonas,1669,72,0.000000,4488.2
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,François Carquet,1548,57,0.000000,3294.1
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Wenqing He,1437,83,0.000000,3717.5
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Gomorrah,1615,66,0.000000,1570.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Reconfiguration of hardware components of an integrated circuit,1714,68,0.000000,2285.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Guy Avenia,1683,62,0.000000,6630.1
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Wuilmen Bravo,1644,66,0.000000,6622.2
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Marie Joseph Jean Baptiste Paul Bouchet,1581,65,0.000000,1493.5
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Shinzu,1671,69,0.000000,9584.4
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Luwamo Garcia,1542,72,0.000000,2335.8
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Jared Carter,1492,71,0.000000,6753.1
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Carlos Moorhead,1661,82,0.000000,1802.6
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,New York News,1527,66,0.000000,3615.6
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Hedda Heuser-Schreiber,1686,71,0.000000,1202.4
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Ydnekatchew Tessema,1701,72,0.000000,3731.1
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Chunguan Zhang,1655,67,0.000000,13522.0
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Sander van de Hoef,1497,71,0.000000,4288.2
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Katie Hurley,1683,67,0.000000,8516.1
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Viktor Kruglov,1681,75,0.000000,2501.9
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Dorian Owen,1602,68,0.000000,2569.4
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Wong Chin Hung,1593,67,0.000000,2291.0
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Amber Brian,1360,75,0.000000,3222.0
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Taylor Beck,1522,67,0.000000,9536.4
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Pierre Langlois,1612,400,0.000000,34542.5
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,John Fenn,1499,63,0.000000,2885.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Fábio A L de Souza,1638,69,0.000000,6496.6
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,George Samuel Parsons,1635,70,0.000000,5911.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,David Poeppel,1531,68,0.000000,6869.4
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Mission Terra,1599,65,0.000000,2629.1
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Birgitta Larsson,1391,71,0.000000,9966.8
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Stanisław Sienkiewicz,1568,83,0.000000,4454.5
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Yordanis Enríquez Canto,1644,73,0.000000,2838.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Manuel Garber,1623,64,0.000000,2551.5
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Gladys Liu,1652,77,0.000000,1726.6
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Ewa Śnieżyńska-Stolot,1600,72,0.000000,2612.5
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Supergirl: Woman of Tomorrow,1657,60,0.000000,2519.0
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Jack Collison,1560,66,0.000000,2581.2
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Tomasz Jodłowiec,1532,85,0.000000,2694.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Fritz Renner,1609,75,0.000000,2320.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Molly M Fuentes,1526,78,0.000000,13556.4
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Erol Sayan,1637,88,0.000000,2554.2
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Thomas McCollum,1555,69,0.000000,2992.9
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Jeff Reinert,1685,66,0.000000,1998.8
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Anatolii Hirshfeld,1636,68,0.000000,4468.0
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,MiSafra LeSayfa,1713,57,0.000000,2364.6
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Hunslet Penrhyn Port Class,1665,67,0.000000,1077.9
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,The Adventures of Paddington Bear,1641,57,0.000000,2088.6
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Keith Mackie,1631,80,0.000000,4790.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Charles William Eliot,1581,77,0.000000,2511.8
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Binyam Sisay Mendisu,1678,92,0.000000,6874.6
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,José Pedro de Oliveira Galvão,1714,90,0.000000,1790.3
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Sandi L. Navarro,1566,77,0.000000,3959.4
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Mateo Cassierra,1682,80,0.000000,2481.2
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Johann Friedrich Agricola,1643,78,0.000000,5652.2
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Renée Reichová,1698,68,0.000000,5557.3
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Tina Leung,1654,73,0.000000,3012.9
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Pamela Grassau,1659,74,0.000000,13659.4
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Jacques Adolphe Gervais-Lafond,1714,77,0.000000,2423.6
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Mohammad Naghavi-behzad,1627,69,0.000000,2179.4
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Lourdes Mohedano,1660,59,0.000000,9591.0
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Carmine Chiellino,1672,80,0.000000,2731.9
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Thirty Years' War,1591,70,0.000000,2931.3
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,The Ox,1617,81,0.000000,2360.9
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Jimmy Baker,1588,64,0.000000,3325.0
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Ronald A Farrar-Tobar,1527,63,0.000000,2421.4
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,James Pat Rokeby Black,1651,75,0.000000,11963.1
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Andreas Højsleth,1641,73,0.000000,3167.6
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Moe Z. Win,1686,68,0.000000,3098.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Monisola Oginni,1496,85,0.000000,5597.5
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Elvira R. Akhmetzyanova,1594,83,0.000000,4026.5
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Kurt L. Feigl,1715,72,0.000000,3776.0
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Carl Temple Holden,1649,63,0.000000,9487.6
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Nicola Zoccoli,1490,78,0.000000,3196.9
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Marina Tarasova,1523,73,0.000000,4706.2
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Thomas Dupré,1494,72,0.000000,724.0
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Jianmin Hao,1723,70,0.000000,6066.3
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Romero Cabral da Costa,1573,66,0.000000,2407.5
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Marcin Olszewski,1633,68,0.000000,4265.9
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Danielle W Koontz,1466,91,0.000000,5362.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Fajar Handika,1634,67,0.000000,4034.2
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Robert Richardson Sears,1565,76,0.000000,17754.2
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Robert Mougin,1622,63,0.000000,4724.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Edmond Crompton,1599,72,0.000000,3488.9
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Michael C. De Siena,1630,75,0.000000,7333.9
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Allan Hookings,1421,65,0.000000,2508.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Philip Wilkinson,1619,76,0.000000,4010.4
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Carson Reynolds,1539,65,0.000000,3329.6
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Sandip Mukherjee,1708,56,0.000000,7279.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Eumundi,1693,81,0.000000,3430.6
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Marko Cvikl,1603,64,0.000000,2011.1
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Co-reading group ad hoc forum,1607,71,0.000000,10210.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Athar Hussain Bukhari,1615,75,0.000000,5096.4
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Automated capacity management using artificial intelligence techniques,1726,60,0.000000,3255.7
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Tony Hodges,1552,77,0.000000,2796.2
llm_judge_provenance,adjudicate,openrouter/meta-llama/llama-3.3-70b-instruct,Janet Auchincloss Rutherfurd,1689,92,0.000000,1960.9
multi_agent_debate,extract,openrouter/meta-llama/llama-3.3-70b-instruct,Jumanah Essa-Hadad,449,5,0.000000,638.5
multi_agent_debate,extract,openrouter/meta-llama/llama-3.3-70b-instruct,Jumanah Essa-Hadad,572,8,0.000000,723.0
multi_agent_debate,extract,openrouter/meta-llama/llama-3.3-70b-instruct,Jumanah Essa-Hadad,528,5,0.000000,1513.5
multi_agent_debate,rebuttal,openrouter/meta-llama/llama-3.3-70b-instruct,Jumanah Essa-Hadad,220,77,0.000000,1584.6
multi_agent_debate,rebuttal,openrouter/meta-llama/llama-3.3-70b-instruct,Jumanah Essa-Hadad,230,103,0.000000,3696.3
multi_agent_debate,rebuttal,openrouter/meta-llama/llama-3.3-70b-instruct,Jumanah Essa-Hadad,252,85,0.000000,2751.7
multi_agent_debate,judge,openrouter/meta-llama/llama-3.3-70b-instruct,Jumanah Essa-Hadad,393,62,0.000000,6656.5
multi_agent_debate,extract,openrouter/meta-llama/llama-3.3-70b-instruct,Martin Lambie-Nairn,503,10,0.000000,1015.5
multi_agent_debate,extract,openrouter/meta-llama/llama-3.3-70b-instruct,Martin Lambie-Nairn,537,6,0.000000,661.6
multi_agent_debate,extract,openrouter/meta-llama/llama-3.3-70b-instruct,Martin Lambie-Nairn,558,10,0.000000,889.3
multi_agent_debate,rebuttal,openrouter/meta-llama/llama-3.3-70b-instruct,Martin Lambie-Nairn,234,103,0.000000,5555.4
multi_agent_debate,rebuttal,openrouter/meta-llama/llama-3.3-70b-instruct,Martin Lambie-Nairn,249,109,0.000000,2144.7
multi_agent_debate,rebuttal,openrouter/meta-llama/llama-3.3-70b-instruct,Martin Lambie-Nairn,263,93,0.000000,2448.5
multi_agent_debate,judge,openrouter/meta-llama/llama-3.3-70b-instruct,Martin Lambie-Nairn,435,67,0.000000,3853.7
multi_agent_debate,extract,openrouter/meta-llama/llama-3.3-70b-instruct,Lord William Hamilton,548,9,0.000000,642.2
multi_agent_debate,extract,openrouter/meta-llama/llama-3.3-70b-instruct,Lord William Hamilton,551,11,0.000000,911.0
