resolver,stage,model,inst_id,prompt_tokens,completion_tokens,usd,latency_ms,provider
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Jimmy Baker,1104,219,0.002693,4291.5,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Ronald A Farrar-Tobar,1026,64,0.001410,2737.1,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,James Pat Rokeby Black,1155,99,0.002037,2459.0,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Andreas Højsleth,1142,195,0.002597,3491.4,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Moe Z. Win,1178,106,0.002108,2462.1,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Monisola Oginni,1020,141,0.001866,3111.3,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Elvira R. Akhmetzyanova,1104,174,0.002423,3275.4,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Kurt L. Feigl,1210,153,0.002430,3010.3,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Carl Temple Holden,1149,56,0.001772,1762.4,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Nicola Zoccoli,1045,85,0.001816,3607.7,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Marina Tarasova,1139,93,0.001981,2232.8,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Thomas Dupré,1055,135,0.002128,3617.9,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Jianmin Hao,1216,116,0.002215,2630.3,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Romero Cabral da Costa,1103,1775,0.012028,28107.9,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Marcin Olszewski,1153,234,0.002844,4030.6,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Danielle W Koontz,1058,516,0.004418,9941.0,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Fajar Handika,1131,274,0.003057,4688.9,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Robert Richardson Sears,1081,81,0.001837,3410.6,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Robert Mougin,1172,129,0.002238,3104.2,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Edmond Crompton,1079,40,0.001588,1788.3,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Michael C. De Siena,1133,130,0.002195,2962.6,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Allan Hookings,978,15,0.001068,1073.8,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Philip Wilkinson,1119,80,0.001878,2322.3,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Carson Reynolds,1186,112,0.002154,4417.1,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Sandip Mukherjee,1112,115,0.002079,2347.5,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Eumundi,1212,98,0.002102,3982.2,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Marko Cvikl,1109,32,0.001577,2604.5,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Athar Hussain Bukhari,1179,849,0.006567,14024.9,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Tony Hodges,1101,73,0.001814,2125.5,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Janet Auchincloss Rutherfurd,1183,60,0.001838,1669.5,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Linda Bakker,1104,653,0.005297,11690.3,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Stanley Bruce Kennard,1059,53,0.001641,1679.6,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Pekka Nousiainen,1108,199,0.002578,3656.6,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Howard McCormick,1190,99,0.002081,2293.5,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Kevin Conboy,1054,1389,0.009651,19308.7,OpenAI
llm_judge,adjudicate,openrouter/openai/gpt-5.6-terra,Denmark v Spain,1162,39,0.001686,1768.5,OpenAI
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,120,1,0.000031,867.1,Google AI Studio
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,120,1,0.000031,987.6,Google AI Studio
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,119,1,0.000031,1009.7,Google
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,114,1,0.000030,1663.2,Google
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,119,1,0.000031,1630.0,Google
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,115,1,0.000030,910.3,Google AI Studio
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,124,1,0.000032,821.5,Google AI Studio
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,118,1,0.000031,1382.5,Google
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,118,1,0.000031,1377.5,Google
