resolver,model_tier,model,inst_id,conflict_type,n_sources,correct,misled,abstained,judged,chosen_source,pred_object,gold_object,conflict_object,usd
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Wong Chin Hung,mixed,3,1,0,0,,,Hong Kong Pegasus FC,Hong Kong Pegasus FC,FK Sloboda Užice,0.009235
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Amber Brian,mixed,3,1,0,0,,,University of Iowa,University of Iowa,William Beaumont Army Medical Center,0.00772
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Taylor Beck,mixed,3,1,0,0,,,Nashville Predators,Nashville Predators,Kansas City Current,0.00866
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Pierre Langlois,mixed,3,0,0,0,,,politician,anciens cadres,Catholic priest,0.00899
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,John Fenn,mixed,3,1,0,0,,,Ellenor Fenn,Ellenor Fenn,Eliza Wiltbank,0.00878
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Fábio A L de Souza,mixed,3,1,0,0,,,Federal University of Espírito Santo,Federal University of Espírito Santo,Warsaw University of Technology,0.00951
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,George Samuel Parsons,mixed,3,1,0,0,,,Royal Navy,Royal Navy,Armia Krajowa,0.009555
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,David Poeppel,mixed,3,1,0,0,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Chungbuk National University,0.00906
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Mission Terra,mixed,3,1,0,0,,,Germany,Germany,Australia,0.00911
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Birgitta Larsson,mixed,3,1,0,0,,,Sophiahemmet University College,Sophiahemmet University College,University Children's Hospital Basel,0.00842
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Stanisław Sienkiewicz,mixed,3,0,1,0,,,University Medical Center Utrecht,University of Warmia and Mazury in Olsztyn,University Medical Center Utrecht,0.008865
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Yordanis Enríquez Canto,mixed,3,1,0,0,,,Universidad Católica Sedes Sapientiae,Universidad Católica Sedes Sapientiae,Harbin Engineering University,0.00978
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Manuel Garber,mixed,3,0,1,0,,,University of Western Australia,Worcester Foundation for Biomedical Research,University of Western Australia,0.009595
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Gladys Liu,mixed,3,0,0,0,,,Australia,People's Republic of China,Italy,0.009345
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Ewa Śnieżyńska-Stolot,mixed,3,0,0,0,,,habilitation,scientific professorship degree,Doctor of Philosophy,0.009345
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Supergirl: Woman of Tomorrow,mixed,3,1,0,0,,,English,English,Filipino,0.00966
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jack Collison,mixed,3,0,0,0,,,Wales national football team,West Ham United F.C.,Queens Park Rangers F.C.,0.00904
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Tomasz Jodłowiec,mixed,3,1,0,0,,,Podbeskidzie Bielsko-Biała,Podbeskidzie Bielsko-Biała,SC Young Fellows Juventus,0.009085
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Fritz Renner,mixed,3,0,1,0,,,University of Michigan,Cognition and Brain Sciences Unit,University of Michigan,0.009295
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Molly M Fuentes,mixed,3,1,0,0,,,University of Washington,University of Washington,University of Granada,0.0089
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Erol Sayan,mixed,3,1,0,0,,,Presidential Culture and Arts Grand Awards,Presidential Culture and Arts Grand Awards,Distinguished Service Cross,0.00939
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Thomas McCollum,mixed,3,0,1,0,,,University of South Australia,Agricultural Research Service,University of South Australia,0.00873
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jeff Reinert,mixed,3,0,0,0,,,NCAA Division I,NCAA Division I men's basketball,Highland Football League,0.009645
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Anatolii Hirshfeld,mixed,3,1,0,0,,,People's Deputy of Ukraine,People's Deputy of Ukraine,lord-lieutenant of Veszprém County,0.00954
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,MiSafra LeSayfa,mixed,3,1,0,0,,,Hebrew,Hebrew,Spanish,0.00986
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Hunslet Penrhyn Port Class,mixed,3,1,0,0,,,Penrhyn Quarry Railway,Penrhyn Quarry Railway,IR Ishikawa Railway,0.00974
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,The Adventures of Paddington Bear,mixed,3,0,0,0,,,Canada,France,Italy,0.009165
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Keith Mackie,mixed,3,0,0,0,,,NCAA Division I,NCAA Division I men's basketball,Luxembourg Division of Honour,0.00929
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Charles William Eliot,mixed,3,1,0,0,,,Hellenic Philological Society of Constantinople,Hellenic Philological Society of Constantinople,Amsterdam Vroedschap,0.009165
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Binyam Sisay Mendisu,mixed,3,1,0,0,,,Global Young Academy,Global Young Academy,European Handball Federation,0.00956
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,José Pedro de Oliveira Galvão,mixed,3,0,0,0,,,Senate of Brazil,member of the Senate of Brazil,member of the Senate of Romania,0.009725
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Sandi L. Navarro,mixed,3,0,1,0,,,Interuniversity Microelectronics Centre,University of Washington,Interuniversity Microelectronics Centre,0.009505
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Mateo Cassierra,mixed,3,0,1,0,,,A.D. Portomosense,Deportivo Cali,A.D. Portomosense,0.00981
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Johann Friedrich Agricola,mixed,3,0,0,0,,,composer,lord of the manor,Catholic bishop,0.00912
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Renée Reichová,mixed,3,0,1,0,,,Brno,Prag V,Brno,0.009855
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Tina Leung,mixed,3,0,1,0,,,Finn Collin,Luo Yu,Finn Collin,0.009995
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Pamela Grassau,mixed,3,1,0,0,,,Carleton University,Carleton University,University of Aveiro,0.009615
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jacques Adolphe Gervais-Lafond,mixed,3,1,0,0,,,Sub-prefect of Nantua,Sub-prefect of Nantua,Governor of Maine,0.009845
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Mohammad Naghavi-behzad,mixed,3,1,0,0,,,Tabriz University of Medical Sciences,Tabriz University of Medical Sciences,Goethe University Frankfurt,0.00964
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Lourdes Mohedano,mixed,3,1,0,0,,,Medal of Andalusia,Medal of Andalusia,Oklahoma Music Hall of Fame,0.00948
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Carmine Chiellino,mixed,3,1,0,0,,,Adelbert von Chamisso Prize,Adelbert von Chamisso Prize,Hall of Fame del calcio italiano - Calciatrice italiana,0.009665
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Thirty Years' War,mixed,3,0,1,0,1,,WikiProject PCC Wikidata Pilot/Northwestern University Libraries,Wikipedia:List of articles all languages should have,WikiProject PCC Wikidata Pilot\/Northwestern University Libraries,0.00952
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,The Ox,mixed,3,1,0,0,,,The Who,The Who,Lys Assia,0.009445
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jimmy Baker,mixed,3,1,0,0,1,,municipal commissioner for the minority in Botkyrka municipality,"municipal commissioner for the minority in Botkyrka municipality, Sweden",Speaker of the Folketing,0.009095
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Ronald A Farrar-Tobar,mixed,3,1,0,0,,,TU Wien,TU Wien,Toronto Metropolitan University,0.00905
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,James Pat Rokeby Black,mixed,3,1,0,0,,,Susan Elizabeth Bone,Susan Elizabeth Bone,John Herbert,0.009255
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Andreas Højsleth,mixed,3,1,0,0,,,Fnatic,Fnatic,Arizona Wildcats men's basketball,0.00914
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Moe Z. Win,mixed,3,1,0,0,,,IEEE Fellow,IEEE Fellow,Righteous Among the Nations,0.009665
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Monisola Oginni,mixed,3,0,1,0,,,Weill Cornell Medicine,Obafemi Awolowo University,Weill Cornell Medicine,0.00904
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Elvira R. Akhmetzyanova,mixed,3,0,1,0,,,Russian State Institute of Performing Arts,Kazan Federal University,Russian State Institute of Performing Arts,0.00928
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Kurt L. Feigl,mixed,3,1,0,0,,,University of Wisconsin–Madison,University of Wisconsin–Madison,Northwestern University,0.009605
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Carl Temple Holden,mixed,3,0,1,0,,,Susan Frampton,Caroline Anne Gould,Susan Frampton,0.009555
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Nicola Zoccoli,mixed,3,0,0,0,,,Roman Catholic bishop,Catholic priest,association football player,0.008595
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Marina Tarasova,mixed,3,0,0,0,,,Russia,Soviet Union,Slovenia,0.008525
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Thomas Dupré,mixed,3,1,0,0,,,German Sport University Cologne,German Sport University Cologne,Imperial College London,0.00859
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jianmin Hao,mixed,3,1,0,0,,,Inner Mongolia University of Technology,Inner Mongolia University of Technology,De Porceleyne Fles,0.010105
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Romero Cabral da Costa,mixed,3,0,0,0,,,"Minister of Agriculture, Livestock, and Supply",minister of Agriculture,United States senator,0.009255
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Marcin Olszewski,mixed,3,1,0,0,,,Gdańsk University of Technology,Gdańsk University of Technology,Karolinska Institutet,0.00948
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Danielle W Koontz,mixed,3,1,0,0,,,Johns Hopkins School of Medicine,Johns Hopkins School of Medicine,International Agency for Research on Cancer,0.00872
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Fajar Handika,mixed,3,1,0,0,,,Pro Duta F.C.,Pro Duta F.C.,Villarreal CF B,0.009445
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Robert Richardson Sears,mixed,3,1,0,0,,,APA Award for Distinguished Scientific Contributions to Psychology,APA Award for Distinguished Scientific Contributions to Psychology,Andrić prize,0.00932
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Robert Mougin,mixed,3,0,1,0,,,Catholic bishop,pensioner,Catholic bishop,0.009255
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Edmond Crompton,mixed,3,1,0,0,,,Betsey Ann Kingston,Betsey Ann Kingston,Ambrose Isted,0.0093
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Michael C. De Siena,mixed,3,0,0,0,,,"University of California, Berkeley",University of Washington,Eötvös Loránd University,0.009555
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Allan Hookings,mixed,3,1,0,0,,,Member of the South Australian Legislative Council,Member of the South Australian Legislative Council,United States representative,0.008205
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Philip Wilkinson,mixed,3,1,0,0,1,,Police and Crime Commissioner for Wiltshire,Wiltshire Police and Crime Commissioner,member of the Chamber of Deputies of the Italian Republic,0.0095
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Carson Reynolds,mixed,3,1,0,0,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Weihenstephan-Triesdorf University of Applied Science,0.008835
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Sandip Mukherjee,mixed,3,1,0,0,,,Visva-Bharati University,Visva-Bharati University,Channel One Russia,0.01022
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Eumundi,mixed,3,1,0,0,,,Ninderry,Ninderry,canton of Flixecourt,0.0096
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Marko Cvikl,mixed,3,1,0,0,,,Slovenia,Slovenia,Kingdom of Italy,0.00894
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Co-reading group ad hoc forum,mixed,3,0,1,0,,,The Gift,filing,gift,0.00911
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Athar Hussain Bukhari,mixed,3,0,0,0,,,Ambassador of Pakistan to Saudi Arabia,ambassador of Pakistan to Syria,ambassador of the United Kingdom to Poland,0.009245
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Automated capacity management using artificial intelligence techniques,mixed,3,0,0,0,,,US patent 11244466,filing,ascent,0.00975
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Tony Hodges,mixed,3,1,0,0,,,Boise State Broncos men's basketball,Boise State Broncos men's basketball,LFA Reggio Calabria,0.009115
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Janet Auchincloss Rutherfurd,mixed,3,1,0,0,,,Lewis Polk Rutherfurd,Lewis Polk Rutherfurd,Richard Wrightson,0.01
