resolver,model_tier,model,inst_id,conflict_type,n_sources,known,correct,misled,abstained,judged,chosen_source,pred_object,gold_object,conflict_object,usd,run_utc
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,The Ox,control,1,,1,0,0,,,The Who,The Who,Lys Assia,0.002372,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Jimmy Baker,control,1,,1,0,0,1,,Municipal Commissioner for the Opposition in Botkyrka Municipality,"municipal commissioner for the minority in Botkyrka municipality, Sweden",Speaker of the Folketing,0.002254,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Ronald A Farrar-Tobar,control,1,,1,0,0,,,TU Wien,TU Wien,Toronto Metropolitan University,0.001283,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,James Pat Rokeby Black,control,1,,1,0,0,,,Susan Elizabeth Bone,Susan Elizabeth Bone,John Herbert,0.001048,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Andreas Højsleth,control,1,,0,0,0,,,MOUZ,Fnatic,Arizona Wildcats men's basketball,0.005006,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Moe Z. Win,control,1,,1,0,0,,,IEEE Fellow,IEEE Fellow,Righteous Among the Nations,0.001134,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Monisola Oginni,control,1,,1,0,0,,,Obafemi Awolowo University,Obafemi Awolowo University,Weill Cornell Medicine,0.003316,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Elvira R. Akhmetzyanova,control,1,,1,0,0,,,Kazan Federal University,Kazan Federal University,Russian State Institute of Performing Arts,0.001401,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Kurt L. Feigl,control,1,,1,0,0,,,University of Wisconsin–Madison,University of Wisconsin–Madison,Northwestern University,0.003881,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Carl Temple Holden,control,1,,1,0,0,,,Caroline Anne Gould,Caroline Anne Gould,Susan Frampton,0.000847,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Nicola Zoccoli,control,1,,0,0,0,,,Politician,Catholic priest,association football player,0.001546,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Marina Tarasova,control,1,,0,0,0,,,Russia,Soviet Union,Slovenia,0.000909,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Thomas Dupré,control,1,,1,0,0,,,German Sport University Cologne,German Sport University Cologne,Imperial College London,0.001842,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Jianmin Hao,control,1,,0,0,0,,,"School of Mechanical Engineering, Inner Mongolia University of Technology",Inner Mongolia University of Technology,De Porceleyne Fles,0.001481,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Romero Cabral da Costa,control,1,,0,0,1,,,,minister of Agriculture,United States senator,0.012682,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Marcin Olszewski,control,1,,0,0,0,,,"Faculty of Chemistry, Gdańsk University of Technology",Gdańsk University of Technology,Karolinska Institutet,0.001656,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Danielle W Koontz,control,1,,1,0,0,,,Johns Hopkins School of Medicine,Johns Hopkins School of Medicine,International Agency for Research on Cancer,0.003242,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Fajar Handika,control,1,,1,0,0,,,Pro Duta F.C.,Pro Duta F.C.,Villarreal CF B,0.001834,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Robert Richardson Sears,control,1,,1,0,0,,,APA Award for Distinguished Scientific Contributions to Psychology,APA Award for Distinguished Scientific Contributions to Psychology,Andrić prize,0.001624,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Robert Mougin,control,1,,0,0,0,,,Politician,pensioner,Catholic bishop,0.003582,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Edmond Crompton,control,1,,1,0,0,,,Betsey Ann Kingston,Betsey Ann Kingston,Ambrose Isted,0.001243,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Michael C. De Siena,control,1,,1,0,0,,,University of Washington,University of Washington,Eötvös Loránd University,0.000991,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Allan Hookings,control,1,,1,0,0,,,Member of the South Australian Legislative Council,Member of the South Australian Legislative Council,United States representative,0.000683,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Philip Wilkinson,control,1,,1,0,0,1,,Police and Crime Commissioner for Wiltshire,Wiltshire Police and Crime Commissioner,member of the Chamber of Deputies of the Italian Republic,0.00112,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Carson Reynolds,control,1,,1,0,0,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Weihenstephan-Triesdorf University of Applied Science,0.001164,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Sandip Mukherjee,control,1,,1,0,0,,,Visva-Bharati University,Visva-Bharati University,Channel One Russia,0.00187,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Eumundi,control,1,,1,0,0,,,Ninderry,Ninderry,canton of Flixecourt,0.001322,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Marko Cvikl,control,1,,1,0,0,,,Slovenia,Slovenia,Kingdom of Italy,0.00066,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Athar Hussain Bukhari,control,1,,1,0,0,,,Ambassador of Pakistan to Syria,ambassador of Pakistan to Syria,ambassador of the United Kingdom to Poland,0.001867,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Tony Hodges,control,1,,1,0,0,,,Boise State Broncos men's basketball,Boise State Broncos men's basketball,LFA Reggio Calabria,0.001106,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Janet Auchincloss Rutherfurd,control,1,,1,0,0,,,Lewis Polk Rutherfurd,Lewis Polk Rutherfurd,Richard Wrightson,0.001035,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Linda Bakker,control,1,,1,0,0,,,AZ Alkmaar Vrouwen,AZ Alkmaar Vrouwen,Leicester Tigers,0.003795,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Stanley Bruce Kennard,control,1,,1,0,0,,,Constance Lucy Muriel Gorringe,Constance Lucy Muriel Gorringe,Dominique Trevin,0.000941,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Pekka Nousiainen,control,1,,1,0,0,,,Savonlinna,Savonlinna,Moravské Budějovice,0.002087,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Howard McCormick,control,1,,1,0,0,,,Leonia,Leonia,Porvoo,0.001226,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Kevin Conboy,control,1,,0,0,0,,,Vendsyssel FF,Esbjerg fB,New Mexico Lobos men's basketball,0.002424,2026-08-12T01:33:26+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Denmark v Spain,control,1,,1,0,0,1,,Union of European Football Associations,UEFA,World Rowing,0.000728,2026-08-12T01:33:26+00:00
