resolver,stage,model,inst_id,prompt_tokens,completion_tokens,usd,latency_ms,provider
llm_judge,adjudicate,openrouter/anthropic/claude-opus-5,Denmark v Spain,1119,13,0.005920,3604.7,Amazon Bedrock
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,120,1,0.000031,956.6,Google AI Studio
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,118,1,0.000031,867.0,Google AI Studio
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,112,1,0.000029,1585.9,Google
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,112,1,0.000029,768.4,Google AI Studio
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,129,1,0.000034,910.8,Google AI Studio
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,115,1,0.000030,993.7,Google
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,122,1,0.000032,905.7,Google AI Studio
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,120,1,0.000031,1297.0,Google
rescore,equivalence,openrouter/google/gemini-3.1-flash-lite,-,119,1,0.000031,901.4,Google AI Studio
