resolver,model_tier,model,inst_id,conflict_type,n_sources,correct,misled,abstained,judged,chosen_source,pred_object,gold_object,conflict_object,usd
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Charles William Eliot,mixed,2,1,0,0,,,Hellenic Philological Society of Constantinople,Hellenic Philological Society of Constantinople,Amsterdam Vroedschap,0.0006525
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Binyam Sisay Mendisu,mixed,2,1,0,0,,,Global Young Academy,Global Young Academy,European Handball Federation,0.000645
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Sandi L. Navarro,mixed,2,0,0,0,,,Fred Hutchinson Cancer Research Center,University of Washington,Interuniversity Microelectronics Centre,0.0005875
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Renée Reichová,mixed,2,0,1,0,,,Brno,Prag V,Brno,0.000667
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Tina Leung,mixed,2,1,0,0,,,Luo Yu,Luo Yu,Finn Collin,0.000622
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Pamela Grassau,mixed,2,1,0,0,,,Carleton University,Carleton University,University of Aveiro,0.000639
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Jacques Adolphe Gervais-Lafond,mixed,2,1,0,0,,,Sub-prefect of Nantua,Sub-prefect of Nantua,Governor of Maine,0.000656
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Mohammad Naghavi-behzad,mixed,2,1,0,0,,,Tabriz University of Medical Sciences,Tabriz University of Medical Sciences,Goethe University Frankfurt,0.0006455
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Lourdes Mohedano,mixed,2,1,0,0,,,Medal of Andalusia,Medal of Andalusia,Oklahoma Music Hall of Fame,0.00061
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Carmine Chiellino,mixed,2,1,0,0,,,Adelbert von Chamisso Prize,Adelbert von Chamisso Prize,Hall of Fame del calcio italiano - Calciatrice italiana,0.000647
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,The Ox,mixed,2,1,0,0,,,The Who,The Who,Lys Assia,0.000637
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Ronald A Farrar-Tobar,mixed,2,1,0,0,,,TU Wien,TU Wien,Toronto Metropolitan University,0.000566
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,James Pat Rokeby Black,mixed,2,1,0,0,,,Susan Elizabeth Bone,Susan Elizabeth Bone,John Herbert,0.000615
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Andreas Højsleth,mixed,2,0,0,0,,,Astralis,Fnatic,Arizona Wildcats men's basketball,0.000602
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Moe Z. Win,mixed,2,1,0,0,,,IEEE Fellow,IEEE Fellow,Righteous Among the Nations,0.0006395
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Monisola Oginni,mixed,2,0,1,0,,,Weill Cornell Medicine,Obafemi Awolowo University,Weill Cornell Medicine,0.000571
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Elvira R. Akhmetzyanova,mixed,2,0,1,0,,,Russian State Institute of Performing Arts,Kazan Federal University,Russian State Institute of Performing Arts,0.000597
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Kurt L. Feigl,mixed,2,1,0,0,,,University of Wisconsin–Madison,University of Wisconsin–Madison,Northwestern University,0.000632
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Carl Temple Holden,mixed,2,0,1,0,,,Susan Frampton,Caroline Anne Gould,Susan Frampton,0.0006115
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Thomas Dupré,mixed,2,1,0,0,,,German Sport University Cologne,German Sport University Cologne,Imperial College London,0.000569
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Danielle W Koontz,mixed,2,1,0,0,,,Johns Hopkins School of Medicine,Johns Hopkins School of Medicine,International Agency for Research on Cancer,0.000584
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Fajar Handika,mixed,2,0,1,0,,,Villarreal CF B,Pro Duta F.C.,Villarreal CF B,0.000623
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Robert Richardson Sears,mixed,2,1,0,0,,,APA Award for Distinguished Scientific Contributions to Psychology,APA Award for Distinguished Scientific Contributions to Psychology,Andrić prize,0.0005895
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Robert Mougin,mixed,2,0,1,0,,,Catholic bishop,pensioner,Catholic bishop,0.000596
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Edmond Crompton,mixed,2,1,0,0,,,Betsey Ann Kingston,Betsey Ann Kingston,Ambrose Isted,0.0005975
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Michael C. De Siena,mixed,2,1,0,0,,,University of Washington,University of Washington,Eötvös Loránd University,0.000598
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Allan Hookings,mixed,2,1,0,0,,,Member of the South Australian Legislative Council,Member of the South Australian Legislative Council,United States representative,0.0005675
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Carson Reynolds,mixed,2,0,0,0,,,MIT Media Lab,Massachusetts Institute of Technology,Weihenstephan-Triesdorf University of Applied Science,0.000609
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Sandip Mukherjee,mixed,2,1,0,0,,,Visva-Bharati University,Visva-Bharati University,Channel One Russia,0.000657
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Eumundi,mixed,2,1,0,0,,,Ninderry,Ninderry,canton of Flixecourt,0.0006375
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Marko Cvikl,mixed,2,1,0,0,,,Slovenia,Slovenia,Kingdom of Italy,0.000573
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Athar Hussain Bukhari,mixed,2,1,0,0,,,Ambassador of Pakistan to Syria,ambassador of Pakistan to Syria,ambassador of the United Kingdom to Poland,0.0006215
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Tony Hodges,mixed,2,0,1,0,,,LFA Reggio Calabria,Boise State Broncos men's basketball,LFA Reggio Calabria,0.0005975
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Janet Auchincloss Rutherfurd,mixed,2,1,0,0,,,Lewis Polk Rutherfurd,Lewis Polk Rutherfurd,Richard Wrightson,0.000663
