resolver,stage,model,inst_id,prompt_tokens,completion_tokens,usd,latency_ms,provider
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Jacques Adolphe Gervais-Lafond,1223,114,0.001218,3234.4,AkashML
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Mohammad Naghavi-behzad,1171,459,0.002500,10261.5,Sail Research
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Lourdes Mohedano,1190,110,0.000484,7741.0,Decart
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Carmine Chiellino,1195,363,0.000643,11636.1,StreamLake
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Ronald A Farrar-Tobar,1033,196,0.001206,4365.6,DeepInfra
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,James Pat Rokeby Black,1179,293,0.000575,9715.1,StreamLake
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Andreas Højsleth,1167,451,0.001919,6511.7,DeepInfra
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Moe Z. Win,1227,111,0.001213,3220.6,AkashML
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Monisola Oginni,1042,571,0.002184,9082.5,AkashML
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Elvira R. Akhmetzyanova,1131,166,0.000376,10065.2,StreamLake
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Kurt L. Feigl,1215,223,0.002682,6960.5,DigitalOcean
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Carl Temple Holden,1179,13,0.001127,5839.1,GMICloud
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Thomas Dupré,1065,539,0.002362,21240.1,Inceptron
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Danielle W Koontz,1045,162,0.001501,4318.4,Alibaba
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Fajar Handika,1160,1080,0.001543,29504.0,StreamLake
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Robert Richardson Sears,1092,165,0.001176,8116.8,DeepInfra
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Robert Mougin,1157,1622,0.007093,30379.9,Phala
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Edmond Crompton,1129,291,0.000559,9867.9,StreamLake
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Michael C. De Siena,1170,197,0.000390,4087.1,Baidu
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Allan Hookings,996,110,0.000291,6225.5,StreamLake
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Carson Reynolds,1101,287,0.002271,5550.1,Phala
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Sandip Mukherjee,1229,285,0.000807,4156.8,Decart
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Eumundi,1196,116,0.003258,8568.4,Fireworks
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Marko Cvikl,1118,152,0.002224,28951.4,Venice
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Athar Hussain Bukhari,1176,2000,0.005746,39731.5,AkashML
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Tony Hodges,1137,241,0.001392,22993.0,DeepInfra
llm_judge,adjudicate,openrouter/z-ai/glm-5.2,Janet Auchincloss Rutherfurd,1228,242,0.001531,9063.0,AkashML
