resolver,model_tier,model,inst_id,conflict_type,n_sources,known,correct,misled,abstained,judged,chosen_source,pred_object,gold_object,conflict_object,usd
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jared Carter,mixed,2,1,1,0,0,,,Kentucky Wildcats men's basketball,Kentucky Wildcats men's basketball,Pittsburgh Riverhounds SC,0.00646
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Carlos Moorhead,mixed,2,1,1,0,0,,,United States representative,United States representative,Chief Secretary of South Australia,0.00665
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,New York News,mixed,2,1,0,0,0,,,New York News,Mary Tyler Moore,Yūka Kouri,0.00599
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Hedda Heuser-Schreiber,mixed,2,1,1,0,0,1,,Paracelsus Medal,Paracelsus Medal of the German Medical Association,Michigan Notable Books,0.00693
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Ydnekatchew Tessema,mixed,2,1,1,0,0,,,Saint George SC,Saint George SC,Antigua Hawksbills,0.00681
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Chunguan Zhang,mixed,2,1,1,0,0,,,Xi'an Shiyou University,Xi'an Shiyou University,Leiden University,0.00708
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Sander van de Hoef,mixed,2,1,1,0,0,,,University Medical Center Utrecht,University Medical Center Utrecht,Xi'an Jiaotong University,0.00639
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Katie Hurley,mixed,2,0,1,0,0,,,member of the Alaska House of Representatives,member of the Alaska House of Representatives,assistant resident,0.00683
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Viktor Kruglov,mixed,2,1,1,0,0,,,FC Torpedo Moscow,FC Torpedo Moscow,Gloria Bistrița,0.00661
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Dorian Owen,mixed,2,1,1,0,0,,,Life Member of the New Zealand Association of Economists,Life Member of the New Zealand Association of Economists,Male Actor in a Supporting Role,0.00645
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Wong Chin Hung,mixed,2,1,1,0,0,,,Hong Kong Pegasus FC,Hong Kong Pegasus FC,FK Sloboda Užice,0.00648
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Amber Brian,mixed,2,1,1,0,0,,,University of Iowa,University of Iowa,William Beaumont Army Medical Center,0.005485
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Taylor Beck,mixed,2,1,1,0,0,,,Nashville Predators,Nashville Predators,Kansas City Current,0.00599
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Pierre Langlois,mixed,2,0,0,0,0,,,politician,anciens cadres,Catholic priest,0.0063
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,John Fenn,mixed,2,1,1,0,0,,,Ellenor Fenn,Ellenor Fenn,Eliza Wiltbank,0.00601
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Fábio A L de Souza,mixed,2,1,1,0,0,,,Federal University of Espírito Santo,Federal University of Espírito Santo,Warsaw University of Technology,0.0067
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,George Samuel Parsons,mixed,2,1,1,0,0,,,Royal Navy,Royal Navy,Armia Krajowa,0.006735
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,David Poeppel,mixed,2,1,1,0,0,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Chungbuk National University,0.006365
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Mission Terra,mixed,2,1,1,0,0,,,Germany,Germany,Australia,0.006625
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Birgitta Larsson,mixed,2,1,1,0,0,,,Sophiahemmet University College,Sophiahemmet University College,University Children's Hospital Basel,0.0056
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Stanisław Sienkiewicz,mixed,2,1,1,0,0,,,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,University Medical Center Utrecht,0.00659
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Yordanis Enríquez Canto,mixed,2,1,1,0,0,,,Universidad Católica Sedes Sapientiae,Universidad Católica Sedes Sapientiae,Harbin Engineering University,0.007245
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Manuel Garber,mixed,2,1,1,0,0,,,Worcester Foundation for Biomedical Research,Worcester Foundation for Biomedical Research,University of Western Australia,0.006975
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Gladys Liu,mixed,2,0,0,0,0,,,Australia,People's Republic of China,Italy,0.006605
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Ewa Śnieżyńska-Stolot,mixed,2,0,0,0,0,,,habilitation,scientific professorship degree,Doctor of Philosophy,0.006445
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Supergirl: Woman of Tomorrow,mixed,2,1,1,0,0,,,English,English,Filipino,0.00675
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jack Collison,mixed,2,1,1,0,0,,,West Ham United F.C.,West Ham United F.C.,Queens Park Rangers F.C.,0.007045
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Tomasz Jodłowiec,mixed,2,1,1,0,0,,,Podbeskidzie Bielsko-Biała,Podbeskidzie Bielsko-Biała,SC Young Fellows Juventus,0.00647
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Fritz Renner,mixed,2,1,0,1,0,,,University of Michigan,Cognition and Brain Sciences Unit,University of Michigan,0.006765
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Molly M Fuentes,mixed,2,1,1,0,0,,,University of Washington,University of Washington,University of Granada,0.006155
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Erol Sayan,mixed,2,1,1,0,0,,,Presidential Culture and Arts Grand Awards,Presidential Culture and Arts Grand Awards,Distinguished Service Cross,0.006625
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Thomas McCollum,mixed,2,1,1,0,0,,,Agricultural Research Service,Agricultural Research Service,University of South Australia,0.00605
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jeff Reinert,mixed,2,0,0,0,0,,,NCAA Division I,NCAA Division I men's basketball,Highland Football League,0.00682
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Anatolii Hirshfeld,mixed,2,1,1,0,0,,,People's Deputy of Ukraine,People's Deputy of Ukraine,lord-lieutenant of Veszprém County,0.00672
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,MiSafra LeSayfa,mixed,2,1,1,0,0,,,Hebrew,Hebrew,Spanish,0.00698
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Hunslet Penrhyn Port Class,mixed,2,1,1,0,0,,,Penrhyn Quarry Railway,Penrhyn Quarry Railway,IR Ishikawa Railway,0.006865
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,The Adventures of Paddington Bear,mixed,2,0,0,0,0,,,Canada,France,Italy,0.006535
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Keith Mackie,mixed,2,0,0,0,0,,,NCAA Division I,NCAA Division I men's basketball,Luxembourg Division of Honour,0.006545
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Charles William Eliot,mixed,2,1,1,0,0,,,Hellenic Philological Society of Constantinople,Hellenic Philological Society of Constantinople,Amsterdam Vroedschap,0.006645
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Binyam Sisay Mendisu,mixed,2,1,1,0,0,,,Global Young Academy,Global Young Academy,European Handball Federation,0.006755
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,José Pedro de Oliveira Galvão,mixed,2,0,0,0,0,,,Senate of Brazil,member of the Senate of Brazil,member of the Senate of Romania,0.006905
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Sandi L. Navarro,mixed,2,1,0,1,0,,,Interuniversity Microelectronics Centre,University of Washington,Interuniversity Microelectronics Centre,0.00656
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Mateo Cassierra,mixed,2,1,0,0,0,,,Beerschot V.A.,Deportivo Cali,A.D. Portomosense,0.00684
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Johann Friedrich Agricola,mixed,2,0,0,0,0,,,composer,lord of the manor,Catholic bishop,0.0062
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Renée Reichová,mixed,2,0,0,1,0,,,Brno,Prag V,Brno,0.00703
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Tina Leung,mixed,2,1,0,1,0,,,Finn Collin,Luo Yu,Finn Collin,0.007025
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Pamela Grassau,mixed,2,1,1,0,0,,,Carleton University,Carleton University,University of Aveiro,0.00678
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jacques Adolphe Gervais-Lafond,mixed,2,1,1,0,0,,,Sub-prefect of Nantua,Sub-prefect of Nantua,Governor of Maine,0.00706
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Mohammad Naghavi-behzad,mixed,2,1,1,0,0,,,Tabriz University of Medical Sciences,Tabriz University of Medical Sciences,Goethe University Frankfurt,0.006825
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Lourdes Mohedano,mixed,2,1,1,0,0,,,Medal of Andalusia,Medal of Andalusia,Oklahoma Music Hall of Fame,0.006715
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Carmine Chiellino,mixed,2,0,1,0,0,1,,Adelbert-von-Chamisso-Preis,Adelbert von Chamisso Prize,Hall of Fame del calcio italiano - Calciatrice italiana,0.006945
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Thirty Years' War,mixed,2,0,0,0,0,,,Wikipedia,Wikipedia:List of articles all languages should have,WikiProject PCC Wikidata Pilot\/Northwestern University Libraries,0.00644
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,The Ox,mixed,2,1,1,0,0,,,The Who,The Who,Lys Assia,0.007005
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jimmy Baker,mixed,2,0,1,0,0,1,,municipal commissioner for the minority in Botkyrka municipality,"municipal commissioner for the minority in Botkyrka municipality, Sweden",Speaker of the Folketing,0.00669
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Ronald A Farrar-Tobar,mixed,2,1,1,0,0,,,TU Wien,TU Wien,Toronto Metropolitan University,0.006095
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,James Pat Rokeby Black,mixed,2,1,1,0,0,,,Susan Elizabeth Bone,Susan Elizabeth Bone,John Herbert,0.00655
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Andreas Højsleth,mixed,2,1,1,0,0,,,Fnatic,Fnatic,Arizona Wildcats men's basketball,0.006355
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Moe Z. Win,mixed,2,1,1,0,0,,,IEEE Fellow,IEEE Fellow,Righteous Among the Nations,0.006895
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Monisola Oginni,mixed,2,1,0,1,0,,,Weill Cornell Medicine,Obafemi Awolowo University,Weill Cornell Medicine,0.006225
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Elvira R. Akhmetzyanova,mixed,2,1,0,1,0,,,Russian State Institute of Performing Arts,Kazan Federal University,Russian State Institute of Performing Arts,0.006515
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Kurt L. Feigl,mixed,2,1,1,0,0,,,University of Wisconsin–Madison,University of Wisconsin–Madison,Northwestern University,0.00681
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Carl Temple Holden,mixed,2,1,1,0,0,,,Caroline Anne Gould,Caroline Anne Gould,Susan Frampton,0.006785
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Nicola Zoccoli,mixed,2,0,0,0,0,,,Roman Catholic bishop,Catholic priest,association football player,0.00598
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Marina Tarasova,mixed,2,0,0,0,0,,,Russia,Soviet Union,Slovenia,0.00604
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Thomas Dupré,mixed,2,1,1,0,0,,,German Sport University Cologne,German Sport University Cologne,Imperial College London,0.006125
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jianmin Hao,mixed,2,1,1,0,0,,,Inner Mongolia University of Technology,Inner Mongolia University of Technology,De Porceleyne Fles,0.007165
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Romero Cabral da Costa,mixed,2,0,0,0,0,,,"Minister of Agriculture, Livestock, and Supply",minister of Agriculture,United States senator,0.006865
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Marcin Olszewski,mixed,2,0,1,0,0,,,Gdańsk University of Technology,Gdańsk University of Technology,Karolinska Institutet,0.006745
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Danielle W Koontz,mixed,2,1,1,0,0,,,Johns Hopkins School of Medicine,Johns Hopkins School of Medicine,International Agency for Research on Cancer,0.00606
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Fajar Handika,mixed,2,1,1,0,0,,,Pro Duta FC,Pro Duta F.C.,Villarreal CF B,0.006545
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Robert Richardson Sears,mixed,2,1,1,0,0,,,APA Award for Distinguished Scientific Contributions to Psychology,APA Award for Distinguished Scientific Contributions to Psychology,Andrić prize,0.006455
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Robert Mougin,mixed,2,0,0,0,0,,,politician,pensioner,Catholic bishop,0.00645
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Edmond Crompton,mixed,2,1,1,0,0,,,Betsey Ann Kingston,Betsey Ann Kingston,Ambrose Isted,0.006335
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Michael C. De Siena,mixed,2,1,1,0,0,,,University of Washington,University of Washington,Eötvös Loránd University,0.00662
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Allan Hookings,mixed,2,1,1,0,0,,,Member of the South Australian Legislative Council,Member of the South Australian Legislative Council,United States representative,0.00564
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Philip Wilkinson,mixed,2,0,1,0,0,1,,Police and Crime Commissioner for Wiltshire,Wiltshire Police and Crime Commissioner,member of the Chamber of Deputies of the Italian Republic,0.006775
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Carson Reynolds,mixed,2,1,1,0,0,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Weihenstephan-Triesdorf University of Applied Science,0.006125
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Sandip Mukherjee,mixed,2,1,1,0,0,,,Visva-Bharati University,Visva-Bharati University,Channel One Russia,0.007235
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Eumundi,mixed,2,1,1,0,0,,,Ninderry,Ninderry,canton of Flixecourt,0.00677
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Marko Cvikl,mixed,2,1,1,0,0,,,Slovenia,Slovenia,Kingdom of Italy,0.0062
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Co-reading group ad hoc forum,mixed,2,0,0,0,0,,,US patent 11206149,filing,gift,0.00654
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Athar Hussain Bukhari,mixed,2,1,1,0,0,,,Ambassador of Pakistan to Syria,ambassador of Pakistan to Syria,ambassador of the United Kingdom to Poland,0.00661
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Automated capacity management using artificial intelligence techniques,mixed,2,0,0,0,0,,,US patent 11244466,filing,ascent,0.006915
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Tony Hodges,mixed,2,1,1,0,0,,,Boise State Broncos men's basketball,Boise State Broncos men's basketball,LFA Reggio Calabria,0.00663
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Janet Auchincloss Rutherfurd,mixed,2,1,1,0,0,,,Lewis Polk Rutherfurd,Lewis Polk Rutherfurd,Richard Wrightson,0.00713
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Linda Bakker,mixed,2,1,1,0,0,,,AZ Alkmaar Vrouwen,AZ Alkmaar Vrouwen,Leicester Tigers,0.00676
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Stanley Bruce Kennard,mixed,2,1,1,0,0,,,Constance Lucy Muriel Gorringe,Constance Lucy Muriel Gorringe,Dominique Trevin,0.006145
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Pekka Nousiainen,mixed,2,1,1,0,0,,,Savonlinna,Savonlinna,Moravské Budějovice,0.006495
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Howard McCormick,mixed,2,0,1,0,0,,,Leonia,Leonia,Porvoo,0.00687
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Kevin Conboy,mixed,2,1,1,0,0,,,Esbjerg fB,Esbjerg fB,New Mexico Lobos men's basketball,0.006495
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Denmark v Spain,mixed,2,1,1,0,0,,,UEFA,UEFA,World Rowing,0.00649
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,José I of Portugal,mixed,2,0,1,0,0,1,,King of Portugal,Monarch of Portugal,managing editor,0.006485
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Glénay,mixed,2,0,0,0,0,,,Val de Thouet,canton of Val de Thouet,canton of Saint-Aignan,0.00683
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Darío Acuña-Castroviejo,mixed,2,1,1,0,0,,,University of Granada,University of Granada,International Atomic Energy Agency,0.006605
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Mabel Hammond-Spencer,mixed,2,1,1,0,0,,,Henry King Beauchamp,Henry King Beauchamp,Louisa Gordon,0.006795
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Ercole Durini di Monza,mixed,2,1,1,0,0,,,Italy,Italy,Slovenia,0.00656
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Pablo Quintana-Barcia,mixed,2,1,1,0,0,,,University of Oviedo,University of Oviedo,University of Texas Health Science Center at Houston,0.007115
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Mold materials for formed ceramic,mixed,2,0,0,0,0,,,US patent 11207795,filing,ship breaking,0.00707
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Antonio Cappuccio,mixed,2,1,1,0,0,,,Icahn School of Medicine at Mount Sinai,Icahn School of Medicine at Mount Sinai,Massachusetts General Hospital,0.006835
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jianqiang Gu,mixed,2,1,1,0,0,,,Tianjin University,Tianjin University,University of Münster,0.01395
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jianqiang Gu,mixed,2,1,1,0,0,,,Tianjin University,Tianjin University,"Institute of Biosciences, University of São Paulo",0.01395
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Christophe Paget,mixed,2,1,1,0,0,,,French National Institute of Health and Medical Research,French National Institute of Health and Medical Research,Langley Porter Psychiatric Institute,0.00638
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Riitta Kukko,mixed,2,1,1,0,0,,,Vesanto,Vesanto,New Zealand,0.006295
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Shing Leng Chan,mixed,2,1,1,0,0,,,National University of Singapore,National University of Singapore,Novartis,0.00682
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Agathe Aëms,mixed,2,1,0,1,0,,,Melanie Sarita Barclay,Lucien Morisse,Melanie Sarita Barclay,0.007165
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Pat Asadu,mixed,2,1,1,0,0,,,member of the House of Representatives of Nigeria,member of the House of Representatives of Nigeria,procureur de la République près le tribunal judiciaire de Nîmes,0.00681
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Diogo Tomé,mixed,2,1,1,0,0,,,University of Coimbra,University of Coimbra,Heinrich Daniel Ruhmkorff,0.00722
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Eirik Skadsdammen,mixed,2,1,1,0,0,,,Storhamar Hockey,Storhamar Hockey,Lamar Lady Cardinals basketball,0.006065
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Miriam Kaltenbach,mixed,2,1,1,0,0,,,University of Cambridge,University of Cambridge,Perm Military Institute of Rocket Forces,0.00683
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Patrick Noubissié,mixed,2,1,1,0,0,,,Crewe Alexandra F.C.,Crewe Alexandra F.C.,England national association football B team,0.00665
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jhon Viáfara,mixed,2,1,1,0,0,,,Once Caldas,Once Caldas,F.C. Verbroedering Dender Eendracht Hekelgem,0.00706
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Simon Joseph Coren-Fustier,mixed,2,1,1,0,0,,,deputy to the National Convention,deputy to the National Convention,Shadow Secretary of State for Energy and Climate Change,0.00698
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Tony Lindeberg,mixed,2,1,1,0,0,,,Royal Institute of Technology,Royal Institute of Technology,Nicolaus Copernicus University in Toruń,0.006295
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Willem Nikolaas Becking,mixed,2,1,1,0,0,,,military officer,military officer,Catholic bishop,0.00572
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jiho Kim,mixed,2,1,1,0,0,,,University of Washington,University of Washington,Toi Whakaari,0.006895
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Edward Stuart H. Cox,mixed,2,1,1,0,0,,,Rebekah Emily Abel Smith,Rebekah Emily Abel Smith,Zhang Zetian,0.006495
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Ginette Michaux,mixed,2,1,1,0,0,,,NL Gendergap maintenance,NL Gendergap maintenance,WikiProject Badminton\/tournament focus list,0.0071
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Christine M Wickens,mixed,2,1,1,0,0,,,Centre for Addiction and Mental Health,Centre for Addiction and Mental Health,University of Chicago,0.0068
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Hugo Hinck,mixed,2,1,1,0,0,,,German Archaeological Institute,German Archaeological Institute,Royal Society,0.006555
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Wang Xinxin,mixed,2,1,1,0,0,,,Tianjin Jinmen Tiger F.C.,Tianjin Jinmen Tiger F.C.,Club Atlético River Plate,0.006425
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Amalie Bodenheimer,mixed,2,1,1,0,0,,,Theresienstadt Ghetto,Theresienstadt Ghetto,Waypoint Centre for Mental Health Care,0.00704
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Vincent Lefèvre,mixed,2,1,1,0,0,,,archivist palaeographer,archivist palaeographer,habilitation,0.00635
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Carl Friedrich Eduard Otto,mixed,2,0,0,0,0,,,Botanischer Garten Berlin,Cuba,Frankfurt,0.00665
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Malik Dime,mixed,2,1,0,0,0,,,Casademont Zaragoza,Washington Huskies men's basketball,Carrarese Calcio,0.00696
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,William Coningsby,mixed,2,1,1,0,0,,,Beatrix Thoresby,Beatrix Thoresby,Charles John Maitland Wilmoth,0.006915
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Adhering jig and adhering method,mixed,2,0,0,1,0,,,Keel laying,filing,keel laying,0.006875
