resolver,model_tier,model,inst_id,conflict_type,n_sources,correct,misled,abstained,judged,chosen_source,pred_object,gold_object,conflict_object,usd
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Wuilmen Bravo,control,1,1,0,0,,,JHS Aves,JHS Aves,Grays Athletic F.C.,0.0011705
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Marie Joseph Jean Baptiste Paul Bouchet,control,1,1,0,0,,,sub-prefect of Saint-Affrique,sub-prefect of Saint-Affrique,vicar apostolic,0.000550872
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Shinzu,control,1,1,0,0,,,Hamamatsu,Hamamatsu,Roman Catholic Diocese of Tui-Vigo,0.0007782
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Luwamo Garcia,control,1,1,0,0,,,Ethnikos Asteras F.C.,Ethnikos Asteras F.C.,Vale of Leithen F.C.,0.00053771
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Jared Carter,control,1,1,0,0,,,Kentucky Wildcats men's basketball,Kentucky Wildcats men's basketball,Pittsburgh Riverhounds SC,0.0003371592
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Carlos Moorhead,control,1,1,0,0,,,United States Representative,United States representative,Chief Secretary of South Australia,0.0003824254
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,New York News,control,1,0,0,0,,,Mary Tyler Moore: The 20th Anniversary Show,Mary Tyler Moore,Yūka Kouri,0.00162336
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Hedda Heuser-Schreiber,control,1,1,0,0,1,,Paracelsus Medal,Paracelsus Medal of the German Medical Association,Michigan Notable Books,0.0008937
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Ydnekatchew Tessema,control,1,1,0,0,,,Saint George SC,Saint George SC,Antigua Hawksbills,0.00069372
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Chunguan Zhang,control,1,1,0,0,,,Xi'an Shiyou University,Xi'an Shiyou University,Leiden University,0.0007697088
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Sander van de Hoef,control,1,1,0,0,,,University Medical Center Utrecht,University Medical Center Utrecht,Xi'an Jiaotong University,0.001131732
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Katie Hurley,control,1,1,0,0,,,member of the Alaska House of Representatives,member of the Alaska House of Representatives,assistant resident,0.00097704
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Viktor Kruglov,control,1,1,0,0,,,FC Torpedo Moscow,FC Torpedo Moscow,Gloria Bistrița,0.00068306
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Dorian Owen,control,1,1,0,0,,,Life Member of the New Zealand Association of Economists,Life Member of the New Zealand Association of Economists,Male Actor in a Supporting Role,0.00110551
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Wong Chin Hung,control,1,1,0,0,,,Hong Kong Pegasus FC,Hong Kong Pegasus FC,FK Sloboda Užice,0.00113441
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Amber Brian,control,1,0,0,0,,,University of Iowa Department of Spanish and Portuguese,University of Iowa,William Beaumont Army Medical Center,0.00142246
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Taylor Beck,control,1,1,0,0,,,Nashville Predators,Nashville Predators,Kansas City Current,0.0006515
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Pierre Langlois,control,1,0,0,0,,,Politician,anciens cadres,Catholic priest,0.000456712
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,John Fenn,control,1,1,0,0,,,Ellenor Fenn,Ellenor Fenn,Eliza Wiltbank,0.00064119
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Fábio A L de Souza,control,1,1,0,0,,,Federal University of Espírito Santo,Federal University of Espírito Santo,Warsaw University of Technology,0.00090315
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,George Samuel Parsons,control,1,1,0,0,,,Royal Navy,Royal Navy,Armia Krajowa,0.00067805
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,David Poeppel,control,1,1,0,0,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Chungbuk National University,0.00070391
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Mission Terra,control,1,1,0,0,,,Germany,Germany,Australia,0.000267078
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Birgitta Larsson,control,1,1,0,0,,,Sophiahemmet University College,Sophiahemmet University College,University Children's Hospital Basel,0.0012914
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Stanisław Sienkiewicz,control,1,0,0,0,,,"Department of Agronomy, University of Warmia and Mazury in Olsztyn",University of Warmia and Mazury in Olsztyn,University Medical Center Utrecht,0.0015732
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Yordanis Enríquez Canto,control,1,1,0,0,,,Universidad Católica Sedes Sapientiae,Universidad Católica Sedes Sapientiae,Harbin Engineering University,0.00094416
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Manuel Garber,control,1,1,0,0,,,Worcester Foundation for Biomedical Research,Worcester Foundation for Biomedical Research,University of Western Australia,0.00153025
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Gladys Liu,control,1,0,0,0,,,Australia,People's Republic of China,Italy,0.00070176
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Ewa Śnieżyńska-Stolot,control,1,1,0,0,,,scientific professorship degree,scientific professorship degree,Doctor of Philosophy,0.0017572
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Supergirl: Woman of Tomorrow,control,1,1,0,0,,,English,English,Filipino,0.00060161
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Jack Collison,control,1,1,0,0,,,West Ham United F.C.,West Ham United F.C.,Queens Park Rangers F.C.,0.002211
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Tomasz Jodłowiec,control,1,1,0,0,,,Podbeskidzie Bielsko-Biała,Podbeskidzie Bielsko-Biała,SC Young Fellows Juventus,0.000647724
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Fritz Renner,control,1,1,0,0,,,Cognition and Brain Sciences Unit,Cognition and Brain Sciences Unit,University of Michigan,0.0014398
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Molly M Fuentes,control,1,1,0,0,,,University of Washington,University of Washington,University of Granada,0.00062711
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Erol Sayan,control,1,1,0,0,1,,Presidential Culture and Arts Grand Award,Presidential Culture and Arts Grand Awards,Distinguished Service Cross,0.000874092
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Thomas McCollum,control,1,1,0,0,,,Agricultural Research Service,Agricultural Research Service,University of South Australia,0.00075724
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Jeff Reinert,control,1,0,0,0,,,NCAA Division I,NCAA Division I men's basketball,Highland Football League,0.00113951
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Anatolii Hirshfeld,control,1,1,0,0,,,People's Deputy of Ukraine,People's Deputy of Ukraine,lord-lieutenant of Veszprém County,0.00072699
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,MiSafra LeSayfa,control,1,1,0,0,,,Hebrew,Hebrew,Spanish,0.0007399
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Hunslet Penrhyn Port Class,control,1,1,0,0,,,Penrhyn Quarry Railway,Penrhyn Quarry Railway,IR Ishikawa Railway,0.00109494
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,The Adventures of Paddington Bear,control,1,1,0,0,,,France,France,Italy,0.00109856
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Keith Mackie,control,1,0,0,0,,,NCAA Division I,NCAA Division I men's basketball,Luxembourg Division of Honour,0.000226032
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Charles William Eliot,control,1,1,0,0,,,Hellenic Philological Society of Constantinople,Hellenic Philological Society of Constantinople,Amsterdam Vroedschap,0.000630168
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Binyam Sisay Mendisu,control,1,1,0,0,,,Global Young Academy,Global Young Academy,European Handball Federation,0.00014406
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,José Pedro de Oliveira Galvão,control,1,1,0,0,1,,Senator of Brazil,member of the Senate of Brazil,member of the Senate of Romania,0.000288816
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Sandi L. Navarro,control,1,1,0,0,,,University of Washington,University of Washington,Interuniversity Microelectronics Centre,0.00129734
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Mateo Cassierra,control,1,1,0,0,,,Deportivo Cali,Deportivo Cali,A.D. Portomosense,0.000635976
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Johann Friedrich Agricola,control,1,1,0,0,,,lord of the manor,lord of the manor,Catholic bishop,0.00210565
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Renée Reichová,control,1,1,0,0,1,,Prague,Prag V,Brno,0.0024219
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Tina Leung,control,1,1,0,0,,,Luo Yu,Luo Yu,Finn Collin,0.00065021
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Pamela Grassau,control,1,1,0,0,,,Carleton University,Carleton University,University of Aveiro,0.00028272
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Jacques Adolphe Gervais-Lafond,control,1,1,0,0,,,Sub-prefect of Nantua,Sub-prefect of Nantua,Governor of Maine,0.000371616
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Mohammad Naghavi-behzad,control,1,1,0,0,,,Tabriz University of Medical Sciences,Tabriz University of Medical Sciences,Goethe University Frankfurt,0.00108505
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Lourdes Mohedano,control,1,1,0,0,,,Medal of Andalusia,Medal of Andalusia,Oklahoma Music Hall of Fame,0.000262256
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Carmine Chiellino,control,1,1,0,0,,,Adelbert von Chamisso Prize,Adelbert von Chamisso Prize,Hall of Fame del calcio italiano - Calciatrice italiana,0.000192564
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Thirty Years' War,control,1,0,0,0,,,Wikipedia,Wikipedia:List of articles all languages should have,WikiProject PCC Wikidata Pilot\/Northwestern University Libraries,0.002923614
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,The Ox,control,1,0,0,0,,,bassist,The Who,Lys Assia,0.001317848
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Jimmy Baker,control,1,1,0,0,1,,Municipal commissioner for the minority in Botkyrka municipality,"municipal commissioner for the minority in Botkyrka municipality, Sweden",Speaker of the Folketing,0.00026172
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Ronald A Farrar-Tobar,control,1,1,0,0,,,TU Wien,TU Wien,Toronto Metropolitan University,0.00059255
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,James Pat Rokeby Black,control,1,1,0,0,,,Susan Elizabeth Bone,Susan Elizabeth Bone,John Herbert,0.000221968
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Andreas Højsleth,control,1,1,0,0,,,Fnatic,Fnatic,Arizona Wildcats men's basketball,0.0023632
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Moe Z. Win,control,1,1,0,0,,,IEEE Fellow,IEEE Fellow,Righteous Among the Nations,0.00019602
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Monisola Oginni,control,1,1,0,0,,,Obafemi Awolowo University,Obafemi Awolowo University,Weill Cornell Medicine,0.00072695
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Elvira R. Akhmetzyanova,control,1,1,0,0,,,Kazan Federal University,Kazan Federal University,Russian State Institute of Performing Arts,0.0011688
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Kurt L. Feigl,control,1,1,0,0,,,University of Wisconsin–Madison,University of Wisconsin–Madison,Northwestern University,0.00077561
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Carl Temple Holden,control,1,1,0,0,,,Caroline Anne Gould,Caroline Anne Gould,Susan Frampton,0.00067605
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Nicola Zoccoli,control,1,0,0,0,,,Roman Catholic bishop,Catholic priest,association football player,0.00105011
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Marina Tarasova,control,1,0,0,0,,,Russia,Soviet Union,Slovenia,0.00124683
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Thomas Dupré,control,1,1,0,0,,,German Sport University Cologne,German Sport University Cologne,Imperial College London,0.00072896
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Jianmin Hao,control,1,0,0,0,,,"School of Mechanical Engineering, Inner Mongolia University of Technology",Inner Mongolia University of Technology,De Porceleyne Fles,0.0009573
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Romero Cabral da Costa,control,1,0,0,0,,,"Minister of Agriculture, Livestock, and Supply",minister of Agriculture,United States senator,0.00026964
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Marcin Olszewski,control,1,0,0,0,,,"Faculty of Chemistry, Gdańsk University of Technology",Gdańsk University of Technology,Karolinska Institutet,0.000310909
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Danielle W Koontz,control,1,1,0,0,,,Johns Hopkins School of Medicine,Johns Hopkins School of Medicine,International Agency for Research on Cancer,0.00082215
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Fajar Handika,control,1,1,0,0,,,Pro Duta F.C.,Pro Duta F.C.,Villarreal CF B,0.000159792
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Robert Richardson Sears,control,1,1,0,0,,,APA Award for Distinguished Scientific Contributions to Psychology,APA Award for Distinguished Scientific Contributions to Psychology,Andrić prize,0.00061138
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Robert Mougin,control,1,1,0,0,,,pensioner,pensioner,Catholic bishop,0.0013436
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Edmond Crompton,control,1,1,0,0,,,Betsey Ann Kingston,Betsey Ann Kingston,Ambrose Isted,0.00083348
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Michael C. De Siena,control,1,1,0,0,,,University of Washington,University of Washington,Eötvös Loránd University,0.000772144
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Allan Hookings,control,1,1,0,0,,,Member of the South Australian Legislative Council,Member of the South Australian Legislative Council,United States representative,0.000794112
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Philip Wilkinson,control,1,1,0,0,1,,Police and Crime Commissioner for Wiltshire,Wiltshire Police and Crime Commissioner,member of the Chamber of Deputies of the Italian Republic,0.00013740216
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Carson Reynolds,control,1,1,0,0,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Weihenstephan-Triesdorf University of Applied Science,0.0003421072
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Sandip Mukherjee,control,1,1,0,0,,,Visva-Bharati University,Visva-Bharati University,Channel One Russia,0.00073736
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Eumundi,control,1,1,0,0,,,Ninderry,Ninderry,canton of Flixecourt,0.00075691
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Marko Cvikl,control,1,1,0,0,,,Slovenia,Slovenia,Kingdom of Italy,0.001166
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Co-reading group ad hoc forum,control,1,0,0,0,,,US Patent 11206149,filing,gift,0.00031441466
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Athar Hussain Bukhari,control,1,1,0,0,,,Ambassador of Pakistan to Syria,ambassador of Pakistan to Syria,ambassador of the United Kingdom to Poland,0.001062
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Automated capacity management using artificial intelligence techniques,control,1,0,0,0,,,Filing of patent 11244466,filing,ascent,0.00124736
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Tony Hodges,control,1,1,0,0,,,Boise State Broncos men's basketball,Boise State Broncos men's basketball,LFA Reggio Calabria,0.001426
llm_judge,open-glm52,openrouter/z-ai/glm-5.2,Janet Auchincloss Rutherfurd,control,1,1,0,0,,,Lewis Polk Rutherfurd,Lewis Polk Rutherfurd,Richard Wrightson,0.00031752
