resolver,model_tier,model,inst_id,conflict_type,n_sources,known,correct,misled,abstained,judged,chosen_source,pred_object,gold_object,conflict_object,usd,run_utc
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Anatolii Hirshfeld,mixed,2,1,1,0,0,,,People's Deputy of Ukraine,People's Deputy of Ukraine,lord-lieutenant of Veszprém County,0.0019495,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,MiSafra LeSayfa,mixed,2,1,1,0,0,,,Hebrew,Hebrew,Spanish,0.001909,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Hunslet Penrhyn Port Class,mixed,2,1,1,0,0,,,Penrhyn Quarry Railway,Penrhyn Quarry Railway,IR Ishikawa Railway,0.001934,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,The Adventures of Paddington Bear,mixed,2,0,0,0,0,,,Canada,France,Italy,0.0020625,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Keith Mackie,mixed,2,0,1,0,0,,,NCAA Division I men's basketball,NCAA Division I men's basketball,Luxembourg Division of Honour,0.0030045,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Charles William Eliot,mixed,2,0,0,0,0,,,Porcellian Club,Hellenic Philological Society of Constantinople,Amsterdam Vroedschap,0.00347025,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Binyam Sisay Mendisu,mixed,2,1,1,0,0,,,Global Young Academy,Global Young Academy,European Handball Federation,0.0040725,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,José Pedro de Oliveira Galvão,mixed,2,1,1,0,0,1,,Senator of Brazil,member of the Senate of Brazil,member of the Senate of Romania,0.002158,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Sandi L. Navarro,mixed,2,1,1,0,0,,,University of Washington,University of Washington,Interuniversity Microelectronics Centre,0.00277075,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Mateo Cassierra,mixed,2,0,0,0,0,,,Zenit Saint Petersburg,Deportivo Cali,A.D. Portomosense,0.001673,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Johann Friedrich Agricola,mixed,2,0,0,0,0,,,composer,lord of the manor,Catholic bishop,0.00198575,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Renée Reichová,mixed,2,1,1,0,0,1,,Prague V,Prag V,Brno,0.00285275,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Tina Leung,mixed,2,1,1,0,0,,,Luo Yu,Luo Yu,Finn Collin,0.007739,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Pamela Grassau,mixed,2,0,1,0,0,,,Carleton University,Carleton University,University of Aveiro,0.00326375,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Jacques Adolphe Gervais-Lafond,mixed,2,1,1,0,0,,,Sub-prefect of Nantua,Sub-prefect of Nantua,Governor of Maine,0.00222925,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Mohammad Naghavi-behzad,mixed,2,1,1,0,0,,,Tabriz University of Medical Sciences,Tabriz University of Medical Sciences,Goethe University Frankfurt,0.001895,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Lourdes Mohedano,mixed,2,1,1,0,0,,,Medal of Andalusia,Medal of Andalusia,Oklahoma Music Hall of Fame,0.0021725,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Carmine Chiellino,mixed,2,1,1,0,0,,,Adelbert von Chamisso Prize,Adelbert von Chamisso Prize,Hall of Fame del calcio italiano - Calciatrice italiana,0.002134,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,The Ox,mixed,2,1,1,0,0,,,The Who,The Who,Lys Assia,0.00316425,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Jimmy Baker,mixed,2,1,0,0,0,,,Opposition municipal commissioner,"municipal commissioner for the minority in Botkyrka municipality, Sweden",Speaker of the Folketing,0.00269325,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Ronald A Farrar-Tobar,mixed,2,1,1,0,0,,,TU Wien,TU Wien,Toronto Metropolitan University,0.00141,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,James Pat Rokeby Black,mixed,2,1,1,0,0,,,Susan Elizabeth Bone,Susan Elizabeth Bone,John Herbert,0.002037,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Andreas Højsleth,mixed,2,0,0,0,0,,,MOUZ,Fnatic,Arizona Wildcats men's basketball,0.00259675,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Moe Z. Win,mixed,2,1,1,0,0,,,IEEE Fellow,IEEE Fellow,Righteous Among the Nations,0.00210775,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Monisola Oginni,mixed,2,1,1,0,0,,,Obafemi Awolowo University,Obafemi Awolowo University,Weill Cornell Medicine,0.001866,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Elvira R. Akhmetzyanova,mixed,2,1,1,0,0,,,Kazan Federal University,Kazan Federal University,Russian State Institute of Performing Arts,0.00242325,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Kurt L. Feigl,mixed,2,1,1,0,0,,,University of Wisconsin–Madison,University of Wisconsin–Madison,Northwestern University,0.00242975,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Carl Temple Holden,mixed,2,1,1,0,0,,,Caroline Anne Gould,Caroline Anne Gould,Susan Frampton,0.0017715,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Nicola Zoccoli,mixed,2,0,0,0,0,,,Roman Catholic bishop,Catholic priest,association football player,0.0018155,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Marina Tarasova,mixed,2,0,0,0,0,,,Russia,Soviet Union,Slovenia,0.001981,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Thomas Dupré,mixed,2,1,1,0,0,,,German Sport University Cologne,German Sport University Cologne,Imperial College London,0.002128,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Jianmin Hao,mixed,2,0,0,0,0,,,"School of Mechanical Engineering, Inner Mongolia University of Technology",Inner Mongolia University of Technology,De Porceleyne Fles,0.00221525,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Romero Cabral da Costa,mixed,2,0,0,0,0,,,Member of the Chamber of Deputies of Brazil,minister of Agriculture,United States senator,0.012028,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Marcin Olszewski,mixed,2,0,0,0,0,,,"Faculty of Chemistry, Gdańsk University of Technology",Gdańsk University of Technology,Karolinska Institutet,0.0028445,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Danielle W Koontz,mixed,2,1,0,0,0,,,Centers for Disease Control and Prevention,Johns Hopkins School of Medicine,International Agency for Research on Cancer,0.00441775,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Fajar Handika,mixed,2,1,1,0,0,,,Pro Duta FC,Pro Duta F.C.,Villarreal CF B,0.003057,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Robert Richardson Sears,mixed,2,1,1,0,0,,,APA Award for Distinguished Scientific Contributions to Psychology,APA Award for Distinguished Scientific Contributions to Psychology,Andrić prize,0.0018365,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Robert Mougin,mixed,2,0,0,0,0,,,politician,pensioner,Catholic bishop,0.00223825,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Edmond Crompton,mixed,2,1,1,0,0,,,Betsey Ann Kingston,Betsey Ann Kingston,Ambrose Isted,0.001588,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Michael C. De Siena,mixed,2,1,1,0,0,,,University of Washington,University of Washington,Eötvös Loránd University,0.0021955,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Allan Hookings,mixed,2,1,1,0,0,,,Member of the South Australian Legislative Council,Member of the South Australian Legislative Council,United States representative,0.001068,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Philip Wilkinson,mixed,2,1,1,0,0,1,,Police and Crime Commissioner for Wiltshire,Wiltshire Police and Crime Commissioner,member of the Chamber of Deputies of the Italian Republic,0.001878,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Carson Reynolds,mixed,2,1,1,0,0,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Weihenstephan-Triesdorf University of Applied Science,0.00215375,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Sandip Mukherjee,mixed,2,1,1,0,0,,,Visva-Bharati University,Visva-Bharati University,Channel One Russia,0.00207925,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Eumundi,mixed,2,1,1,0,0,,,Ninderry,Ninderry,canton of Flixecourt,0.00210225,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Marko Cvikl,mixed,2,1,1,0,0,,,Slovenia,Slovenia,Kingdom of Italy,0.0015775,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Athar Hussain Bukhari,mixed,2,1,1,0,0,,,Ambassador of Pakistan to Syria,ambassador of Pakistan to Syria,ambassador of the United Kingdom to Poland,0.006567,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Tony Hodges,mixed,2,1,1,0,0,,,Boise State Broncos men's basketball,Boise State Broncos men's basketball,LFA Reggio Calabria,0.0018135,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Janet Auchincloss Rutherfurd,mixed,2,1,1,0,0,,,Lewis Polk Rutherfurd,Lewis Polk Rutherfurd,Richard Wrightson,0.001838,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Linda Bakker,mixed,2,1,1,0,0,,,AZ Alkmaar Vrouwen,AZ Alkmaar Vrouwen,Leicester Tigers,0.00529725,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Stanley Bruce Kennard,mixed,2,1,1,0,0,,,Constance Lucy Muriel Gorringe,Constance Lucy Muriel Gorringe,Dominique Trevin,0.001641,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Pekka Nousiainen,mixed,2,1,1,0,0,,,Savonlinna,Savonlinna,Moravské Budějovice,0.00257825,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Howard McCormick,mixed,2,1,1,0,0,1,,"Leonia, New Jersey",Leonia,Porvoo,0.00208075,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Kevin Conboy,mixed,2,0,1,0,0,,,Esbjerg fB,Esbjerg fB,New Mexico Lobos men's basketball,0.00965075,2026-08-12T01:41:25+00:00
llm_judge,frontier-gpt56terra,openrouter/openai/gpt-5.6-terra,Denmark v Spain,mixed,2,1,1,0,0,,,UEFA,UEFA,World Rowing,0.00168575,2026-08-12T01:41:25+00:00
