resolver,model_tier,model,inst_id,conflict_type,n_sources,known,correct,misled,abstained,judged,chosen_source,pred_object,gold_object,conflict_object,usd,run_utc
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Carlos Moorhead,mixed,2,1,1,0,0,,,United States representative,United States representative,Chief Secretary of South Australia,0.009875,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,New York News,mixed,2,1,1,0,0,,,Mary Tyler Moore,Mary Tyler Moore,Yūka Kouri,0.023,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Hedda Heuser-Schreiber,mixed,2,1,1,0,0,1,,Paracelsus Medal,Paracelsus Medal of the German Medical Association,Michigan Notable Books,0.010095,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Ydnekatchew Tessema,mixed,2,1,1,0,0,,,Saint George S.C.,Saint George SC,Antigua Hawksbills,0.01123,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Chunguan Zhang,mixed,2,1,1,0,0,,,Xi'an Shiyou University,Xi'an Shiyou University,Leiden University,0.01048,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Sander van de Hoef,mixed,2,1,1,0,0,,,University Medical Center Utrecht,University Medical Center Utrecht,Xi'an Jiaotong University,0.014815,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Katie Hurley,mixed,2,0,0,0,0,,,Alaska House of Representatives,member of the Alaska House of Representatives,assistant resident,0.012155,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Viktor Kruglov,mixed,2,1,1,0,0,,,FC Torpedo Moscow,FC Torpedo Moscow,Gloria Bistrița,0.015835,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Dorian Owen,mixed,2,1,1,0,0,,,Life Member of the New Zealand Association of Economists,Life Member of the New Zealand Association of Economists,Male Actor in a Supporting Role,0.00953,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Wong Chin Hung,mixed,2,1,1,0,0,,,Hong Kong Pegasus FC,Hong Kong Pegasus FC,FK Sloboda Užice,0.020215,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Amber Brian,mixed,2,0,1,0,0,,,University of Iowa,University of Iowa,William Beaumont Army Medical Center,0.014665,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Taylor Beck,mixed,2,1,1,0,0,,,Nashville Predators,Nashville Predators,Kansas City Current,0.00884,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,John Fenn,mixed,2,1,1,0,0,,,Ellenor Fenn,Ellenor Fenn,Eliza Wiltbank,0.00947,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Fábio A L de Souza,mixed,2,1,1,0,0,,,Federal University of Espírito Santo,Federal University of Espírito Santo,Warsaw University of Technology,0.01014,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,George Samuel Parsons,mixed,2,1,1,0,0,,,Royal Navy,Royal Navy,Armia Krajowa,0.009885,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,David Poeppel,mixed,2,1,1,0,0,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Chungbuk National University,0.010545,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Mission Terra,mixed,2,1,1,0,0,,,Germany,Germany,Australia,0.01387,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Birgitta Larsson,mixed,2,1,1,0,0,,,Sophiahemmet University College,Sophiahemmet University College,University Children's Hospital Basel,0.01108,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Stanisław Sienkiewicz,mixed,2,1,1,0,0,,,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,University Medical Center Utrecht,0.013415,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Yordanis Enríquez Canto,mixed,2,1,1,0,0,,,Universidad Católica Sedes Sapientiae,Universidad Católica Sedes Sapientiae,Harbin Engineering University,0.010495,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Manuel Garber,mixed,2,0,1,0,0,,,Worcester Foundation for Biomedical Research,Worcester Foundation for Biomedical Research,University of Western Australia,0.02609,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Gladys Liu,mixed,2,0,0,0,0,,,Australia,People's Republic of China,Italy,0.009655,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Ewa Śnieżyńska-Stolot,mixed,2,0,0,0,0,,,scientific professorship,scientific professorship degree,Doctor of Philosophy,0.01422,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Supergirl: Woman of Tomorrow,mixed,2,1,1,0,0,,,English,English,Filipino,0.00946,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Jack Collison,mixed,2,0,0,0,0,,,Wales national football team,West Ham United F.C.,Queens Park Rangers F.C.,0.02442,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Tomasz Jodłowiec,mixed,2,1,1,0,0,,,Podbeskidzie Bielsko-Biała,Podbeskidzie Bielsko-Biała,SC Young Fellows Juventus,0.01399,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Fritz Renner,mixed,2,1,1,0,0,1,,MRC Cognition and Brain Sciences Unit,Cognition and Brain Sciences Unit,University of Michigan,0.01534,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Molly M Fuentes,mixed,2,1,1,0,0,,,University of Washington,University of Washington,University of Granada,0.00882,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Erol Sayan,mixed,2,1,1,0,0,1,,Presidential Culture and Arts Grand Award,Presidential Culture and Arts Grand Awards,Distinguished Service Cross,0.012525,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Thomas McCollum,mixed,2,1,1,0,0,,,Agricultural Research Service,Agricultural Research Service,University of South Australia,0.009535,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Jeff Reinert,mixed,2,1,1,0,0,,,NCAA Division I men's basketball,NCAA Division I men's basketball,Highland Football League,0.009695,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Anatolii Hirshfeld,mixed,2,1,1,0,0,,,People's Deputy of Ukraine,People's Deputy of Ukraine,lord-lieutenant of Veszprém County,0.00987,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,MiSafra LeSayfa,mixed,2,1,1,0,0,,,Hebrew,Hebrew,Spanish,0.01042,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Hunslet Penrhyn Port Class,mixed,2,1,1,0,0,,,Penrhyn Quarry Railway,Penrhyn Quarry Railway,IR Ishikawa Railway,0.011895,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,The Adventures of Paddington Bear,mixed,2,0,0,0,0,,,Canada,France,Italy,0.012495,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Keith Mackie,mixed,2,1,1,0,0,,,NCAA Division I men's basketball,NCAA Division I men's basketball,Luxembourg Division of Honour,0.011305,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Charles William Eliot,mixed,2,1,1,0,0,,,Hellenic Philological Society of Constantinople,Hellenic Philological Society of Constantinople,Amsterdam Vroedschap,0.012625,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Binyam Sisay Mendisu,mixed,2,1,1,0,0,,,Global Young Academy,Global Young Academy,European Handball Federation,0.00951,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,José Pedro de Oliveira Galvão,mixed,2,0,0,0,0,,,Senate of Brazil,member of the Senate of Brazil,member of the Senate of Romania,0.009945,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Sandi L. Navarro,mixed,2,1,1,0,0,,,University of Washington,University of Washington,Interuniversity Microelectronics Centre,0.009165,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Mateo Cassierra,mixed,2,0,0,0,0,,,FC Zenit Saint Petersburg,Deportivo Cali,A.D. Portomosense,0.0328,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Johann Friedrich Agricola,mixed,2,0,1,0,0,,,lord of the manor,lord of the manor,Catholic bishop,0.02016,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Renée Reichová,mixed,2,1,1,0,0,,,Prag V,Prag V,Brno,0.011175,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Tina Leung,mixed,2,1,1,0,0,,,Luo Yu,Luo Yu,Finn Collin,0.0145,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Pamela Grassau,mixed,2,1,1,0,0,,,Carleton University,Carleton University,University of Aveiro,0.01192,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Jacques Adolphe Gervais-Lafond,mixed,2,1,1,0,0,,,Sub-prefect of Nantua,Sub-prefect of Nantua,Governor of Maine,0.00993,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Mohammad Naghavi-behzad,mixed,2,1,1,0,0,,,Tabriz University of Medical Sciences,Tabriz University of Medical Sciences,Goethe University Frankfurt,0.01183,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Lourdes Mohedano,mixed,2,1,1,0,0,,,Medal of Andalusia,Medal of Andalusia,Oklahoma Music Hall of Fame,0.01021,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Carmine Chiellino,mixed,2,1,1,0,0,,,Adelbert von Chamisso Prize,Adelbert von Chamisso Prize,Hall of Fame del calcio italiano - Calciatrice italiana,0.01127,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,The Ox,mixed,2,1,0,0,0,,,John Entwistle,The Who,Lys Assia,0.00983,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Jimmy Baker,mixed,2,0,1,0,0,1,,municipal commissioner for the minority in Botkyrka Municipality,"municipal commissioner for the minority in Botkyrka municipality, Sweden",Speaker of the Folketing,0.014265,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Ronald A Farrar-Tobar,mixed,2,1,1,0,0,,,TU Wien,TU Wien,Toronto Metropolitan University,0.01929,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,James Pat Rokeby Black,mixed,2,1,1,0,0,,,Susan Elizabeth Bone,Susan Elizabeth Bone,John Herbert,0.01194,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Andreas Højsleth,mixed,2,0,0,0,0,,,Astralis,Fnatic,Arizona Wildcats men's basketball,0.01469,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Moe Z. Win,mixed,2,0,1,0,0,,,IEEE Fellow,IEEE Fellow,Righteous Among the Nations,0.013845,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Monisola Oginni,mixed,2,1,1,0,0,,,Obafemi Awolowo University,Obafemi Awolowo University,Weill Cornell Medicine,0.011415,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Elvira R. Akhmetzyanova,mixed,2,1,1,0,0,,,Kazan Federal University,Kazan Federal University,Russian State Institute of Performing Arts,0.01214,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Kurt L. Feigl,mixed,2,1,1,0,0,,,University of Wisconsin–Madison,University of Wisconsin–Madison,Northwestern University,0.010035,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Carl Temple Holden,mixed,2,1,1,0,0,,,Caroline Anne Gould,Caroline Anne Gould,Susan Frampton,0.011085,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Nicola Zoccoli,mixed,2,1,1,0,0,,,Catholic priest,Catholic priest,association football player,0.00863,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Marina Tarasova,mixed,2,0,0,0,0,,,Russia,Soviet Union,Slovenia,0.011305,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Thomas Dupré,mixed,2,1,1,0,0,,,German Sport University Cologne,German Sport University Cologne,Imperial College London,0.011705,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Jianmin Hao,mixed,2,1,1,0,0,,,Inner Mongolia University of Technology,Inner Mongolia University of Technology,De Porceleyne Fles,0.01571,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Romero Cabral da Costa,mixed,2,0,0,0,0,,,Senator of Brazil,minister of Agriculture,United States senator,0.026685,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Marcin Olszewski,mixed,2,0,1,0,0,,,Gdańsk University of Technology,Gdańsk University of Technology,Karolinska Institutet,0.022685,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Danielle W Koontz,mixed,2,1,1,0,0,,,Johns Hopkins School of Medicine,Johns Hopkins School of Medicine,International Agency for Research on Cancer,0.009395,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Fajar Handika,mixed,2,1,1,0,0,,,Pro Duta F.C.,Pro Duta F.C.,Villarreal CF B,0.01175,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Robert Richardson Sears,mixed,2,1,1,0,0,,,APA Award for Distinguished Scientific Contributions to Psychology,APA Award for Distinguished Scientific Contributions to Psychology,Andrić prize,0.009965,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Robert Mougin,mixed,2,0,1,0,0,,,pensioner,pensioner,Catholic bishop,0.0206,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Edmond Crompton,mixed,2,1,1,0,0,,,Betsey Ann Kingston,Betsey Ann Kingston,Ambrose Isted,0.009075,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Michael C. De Siena,mixed,2,1,1,0,0,,,University of Washington,University of Washington,Eötvös Loránd University,0.00987,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Allan Hookings,mixed,2,0,1,0,0,,,Member of the South Australian Legislative Council,Member of the South Australian Legislative Council,United States representative,0.00829,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Philip Wilkinson,mixed,2,1,1,0,0,1,,Police and Crime Commissioner for Wiltshire,Wiltshire Police and Crime Commissioner,member of the Chamber of Deputies of the Italian Republic,0.009995,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Carson Reynolds,mixed,2,1,1,0,0,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Weihenstephan-Triesdorf University of Applied Science,0.01385,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Sandip Mukherjee,mixed,2,1,1,0,0,,,Visva-Bharati University,Visva-Bharati University,Channel One Russia,0.009475,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Eumundi,mixed,2,1,1,0,0,,,Ninderry,Ninderry,canton of Flixecourt,0.01011,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Marko Cvikl,mixed,2,1,1,0,0,,,Slovenia,Slovenia,Kingdom of Italy,0.009545,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Athar Hussain Bukhari,mixed,2,1,1,0,0,,,Ambassador of Pakistan to Syria,ambassador of Pakistan to Syria,ambassador of the United Kingdom to Poland,0.01234,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Tony Hodges,mixed,2,1,1,0,0,,,Boise State Broncos men's basketball,Boise State Broncos men's basketball,LFA Reggio Calabria,0.00901,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Janet Auchincloss Rutherfurd,mixed,2,1,1,0,0,,,Lewis Polk Rutherfurd,Lewis Polk Rutherfurd,Richard Wrightson,0.009935,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Linda Bakker,mixed,2,1,1,0,0,,,AZ Alkmaar Vrouwen,AZ Alkmaar Vrouwen,Leicester Tigers,0.009375,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Stanley Bruce Kennard,mixed,2,1,1,0,0,,,Constance Lucy Muriel Gorringe,Constance Lucy Muriel Gorringe,Dominique Trevin,0.009335,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Pekka Nousiainen,mixed,2,1,1,0,0,,,Savonlinna,Savonlinna,Moravské Budějovice,0.00906,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Howard McCormick,mixed,2,1,1,0,0,1,,"Leonia, New Jersey",Leonia,Porvoo,0.0113,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Kevin Conboy,mixed,2,1,1,0,0,,,Esbjerg fB,Esbjerg fB,New Mexico Lobos men's basketball,0.008765,2026-08-12T01:30:51+00:00
llm_judge,frontier-opus5,openrouter/anthropic/claude-opus-5,Denmark v Spain,mixed,2,1,1,0,0,,,UEFA,UEFA,World Rowing,0.01004,2026-08-12T01:30:51+00:00
